CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Status
Kelly Osbourne,9,7,Percent,26.0,14.8%,0.0%-100.0%,14.534516334533691,3.0,0.0002633240073919296,0.0,0.0,2.384185791015625e-07,0.00043847598135471344,Safe
Joanna Krupa,9,8,Percent,26.0,19.8%,0.0%-100.0%,19.464157104492188,2.0,0.008535425735317403,1.0060332442662911e-06,0.0,9.834766387939453e-05,0.013927659019827843,Safe
Aaron Carter,9,8,Percent,25.0,19.1%,0.0%-20.9%,16.834854125976562,4.0,0.008535425735317403,1.0060332442662911e-06,0.0,9.834766387939453e-05,0.013927659019827843,Eliminated (Place 5)
Mya,9,8,Percent,29.5,22.5%,0.0%-100.0%,29.00008201599121,1.0,0.008535425735317403,1.0060332442662911e-06,0.0,9.834766387939453e-05,0.013927659019827843,Safe
Donny Osmond,9,8,Percent,25.0,19.1%,0.0%-100.0%,16.63425064086914,5.0,0.008535425735317403,1.0060332442662911e-06,0.0,9.834766387939453e-05,0.013927659019827843,Safe
Kelly Osbourne,9,8,Percent,25.5,19.5%,0.0%-100.0%,18.066650390625,3.0,0.008535425735317403,1.0060332442662911e-06,0.0,9.834766387939453e-05,0.013927659019827843,Safe
Joanna Krupa,9,9,Percent,27.0,25.3%,0.0%-24.7%,7.934501647949219,3.0,0.30875741999479944,0.000402923789806664,0.0001506543339928612,0.1441367268562317,0.22014246881008148,Eliminated (Place 4)
Mya,9,9,Percent,28.9999,27.2%,0.0%-96.9%,67.4947280883789,1.0,0.30875741999479944,0.000402923789806664,0.0001506543339928612,0.1441367268562317,0.22014246881008148,Safe
Donny Osmond,9,9,Percent,24.6666,23.1%,2.2%-99.1%,6.645332336425781,4.0,0.30875741999479944,0.000402923789806664,0.0001506543339928612,0.1441367268562317,0.22014246881008148,Safe
Kelly Osbourne,9,9,Percent,25.9998,24.4%,0.9%-97.8%,17.925426483154297,2.0,0.30875741999479944,0.000402923789806664,0.0001506543339928612,0.1441367268562317,0.22014246881008148,Safe
Mya,9,10,Percent,28.333199999999998,34.3%,0.0%-50.4%,34.65166091918945,2.0,0.000980984792113304,0.0,0.0,2.384185791015625e-07,0.001634577289223671,Eliminated (Place 2)
Donny Osmond,9,10,Percent,28.9998,35.1%,31.5%-100.0%,35.724361419677734,1.0,0.000980984792113304,0.0,0.0,2.384185791015625e-07,0.001634577289223671,Safe
Kelly Osbourne,9,10,Percent,25.2222,30.6%,0.0%-52.3%,29.623973846435547,3.0,0.000980984792113304,0.0,0.0,2.384185791015625e-07,0.001634577289223671,Eliminated (Place 3)
Aiden Turner,10,1,Percent,15.0,7.2%,0.0%-100.0%,8.149070739746094,7.0,0.0016162440180778504,0.0,0.0,8.881092071533203e-06,0.0026789382100105286,Safe
Shannen Doherty,10,1,Percent,18.0,8.6%,0.0%-100.0%,8.855256080627441,5.0,0.0016162440180778504,0.0,0.0,8.881092071533203e-06,0.0026789382100105286,Safe
Niecy Nash,10,1,Percent,18.0,8.6%,0.0%-100.0%,8.855256080627441,5.0,0.0016162440180778504,0.0,0.0,8.881092071533203e-06,0.0026789382100105286,Safe
Buzz Aldrin,10,1,Percent,14.0,6.7%,0.0%-100.0%,7.902353286743164,8.0,0.0016162440180778504,0.0,0.0,8.881092071533203e-06,0.0026789382100105286,Safe
Chad Ochocinco,10,1,Percent,18.0,8.6%,0.0%-100.0%,8.855256080627441,5.0,0.0016162440180778504,0.0,0.0,8.881092071533203e-06,0.0026789382100105286,Safe
Evan Lysacek,10,1,Percent,23.0,11.0%,0.0%-100.0%,10.0338773727417,2.0,0.0016162440180778504,0.0,0.0,8.881092071533203e-06,0.0026789382100105286,Safe
Pamela Anderson,10,1,Percent,21.0,10.0%,0.0%-100.0%,9.562613487243652,3.0,0.0016162440180778504,0.0,0.0,8.881092071533203e-06,0.0026789382100105286,Safe
Nicole Scherzinger,10,1,Percent,25.0,12.0%,0.0%-100.0%,10.506879806518555,1.0,0.0016162440180778504,0.0,0.0,8.881092071533203e-06,0.0026789382100105286,Safe
Erin Andrews,10,1,Percent,21.0,10.0%,0.0%-100.0%,9.562613487243652,3.0,0.0016162440180778504,0.0,0.0,8.881092071533203e-06,0.0026789382100105286,Safe
Kate Gosselin,10,1,Percent,16.0,7.7%,0.0%-100.0%,8.388708114624023,6.0,0.0016162440180778504,0.0,0.0,8.881092071533203e-06,0.0026789382100105286,Safe
Jake Pavelka,10,1,Percent,20.0,9.6%,0.0%-100.0%,9.32811164855957,4.0,0.0016162440180778504,0.0,0.0,8.881092071533203e-06,0.0026789382100105286,Safe
Aiden Turner,10,2,Percent,19.0,8.6%,0.5%-92.3%,8.21082592010498,6.0,0.12844774125229322,0.0005703673814423382,5.987515550032185e-08,0.04330134391784668,0.06586147844791412,Safe
Shannen Doherty,10,2,Percent,20.0,9.1%,0.0%-9.1%,6.308948993682861,8.0,0.12844774125229322,0.0005703673814423382,5.987515550032185e-08,0.04330134391784668,0.06586147844791412,Eliminated (Place 11)
Niecy Nash,10,2,Percent,21.0,9.5%,0.0%-91.8%,10.453857421875,5.0,0.12844774125229322,0.0005703673814423382,5.987515550032185e-08,0.04330134391784668,0.06586147844791412,Safe
Buzz Aldrin,10,2,Percent,12.0,5.5%,3.6%-95.5%,3.870020866394043,11.0,0.12844774125229322,0.0005703673814423382,5.987515550032185e-08,0.04330134391784668,0.06586147844791412,Safe
Chad Ochocinco,10,2,Percent,16.0,7.3%,1.8%-93.6%,5.453860282897949,9.0,0.12844774125229322,0.0005703673814423382,5.987515550032185e-08,0.04330134391784668,0.06586147844791412,Safe
Evan Lysacek,10,2,Percent,24.0,10.9%,0.0%-91.8%,12.730103492736816,2.0,0.12844774125229322,0.0005703673814423382,5.987515550032185e-08,0.04330134391784668,0.06586147844791412,Safe
Pamela Anderson,10,2,Percent,22.0,10.0%,0.0%-91.8%,10.893560409545898,4.0,0.12844774125229322,0.0005703673814423382,5.987515550032185e-08,0.04330134391784668,0.06586147844791412,Safe
Nicole Scherzinger,10,2,Percent,28.0,12.7%,0.0%-91.8%,17.113021850585938,1.0,0.12844774125229322,0.0005703673814423382,5.987515550032185e-08,0.04330134391784668,0.06586147844791412,Safe
Erin Andrews,10,2,Percent,23.0,10.5%,0.0%-91.8%,11.968591690063477,3.0,0.12844774125229322,0.0005703673814423382,5.987515550032185e-08,0.04330134391784668,0.06586147844791412,Safe
Kate Gosselin,10,2,Percent,15.0,6.8%,2.3%-94.1%,4.978734493255615,10.0,0.12844774125229322,0.0005703673814423382,5.987515550032185e-08,0.04330134391784668,0.06586147844791412,Safe
Jake Pavelka,10,2,Percent,20.0,9.1%,0.0%-91.8%,8.018471717834473,7.0,0.12844774125229322,0.0005703673814423382,5.987515550032185e-08,0.04330134391784668,0.06586147844791412,Safe
Aiden Turner,10,3,Percent,20.0,9.9%,0.0%-100.0%,9.89439868927002,4.0,0.004072128422558307,0.0,0.0,1.1324882507324219e-06,0.006784993223845959,Safe
Niecy Nash,10,3,Percent,21.0,10.3%,0.0%-100.0%,10.253026962280273,3.0,0.004072128422558307,0.0,0.0,1.1324882507324219e-06,0.006784993223845959,Safe
Buzz Aldrin,10,3,Percent,13.0,6.4%,0.0%-13.6%,7.35028076171875,6.0,0.004072128422558307,0.0,0.0,1.1324882507324219e-06,0.006784993223845959,Eliminated (Place 10)
Chad Ochocinco,10,3,Percent,20.0,9.9%,0.0%-100.0%,9.89439868927002,4.0,0.004072128422558307,0.0,0.0,1.1324882507324219e-06,0.006784993223845959,Safe
Evan Lysacek,10,3,Percent,26.0,12.8%,0.0%-100.0%,12.065731048583984,1.0,0.004072128422558307,0.0,0.0,1.1324882507324219e-06,0.006784993223845959,Safe
Pamela Anderson,10,3,Percent,21.0,10.3%,0.0%-100.0%,10.253026962280273,3.0,0.004072128422558307,0.0,0.0,1.1324882507324219e-06,0.006784993223845959,Safe
Nicole Scherzinger,10,3,Percent,23.0,11.3%,0.0%-100.0%,10.980779647827148,2.0,0.004072128422558307,0.0,0.0,1.1324882507324219e-06,0.006784993223845959,Safe
Erin Andrews,10,3,Percent,23.0,11.3%,0.0%-100.0%,10.980779647827148,2.0,0.004072128422558307,0.0,0.0,1.1324882507324219e-06,0.006784993223845959,Safe
Kate Gosselin,10,3,Percent,15.0,7.4%,0.0%-100.0%,8.07454776763916,5.0,0.004072128422558307,0.0,0.0,1.1324882507324219e-06,0.006784993223845959,Safe
Jake Pavelka,10,3,Percent,21.0,10.3%,0.0%-100.0%,10.253026962280273,3.0,0.004072128422558307,0.0,0.0,1.1324882507324219e-06,0.006784993223845959,Safe
Aiden Turner,10,4,Percent,16.5,8.9%,0.0%-13.3%,10.345314979553223,8.0,0.0008651893156638834,1.6312726529577048e-06,0.0,2.86102294921875e-06,0.0012197108007967472,Eliminated (Place 9)
Niecy Nash,10,4,Percent,18.0,9.7%,0.0%-99.7%,10.629185676574707,7.0,0.0008651893156638834,1.6312726529577048e-06,0.0,2.86102294921875e-06,0.0012197108007967472,Safe
Chad Ochocinco,10,4,Percent,22.0,11.9%,0.0%-99.7%,11.368734359741211,4.0,0.0008651893156638834,1.6312726529577048e-06,0.0,2.86102294921875e-06,0.0012197108007967472,Safe
Evan Lysacek,10,4,Percent,26.0,14.0%,0.0%-99.7%,12.11320972442627,1.0,0.0008651893156638834,1.6312726529577048e-06,0.0,2.86102294921875e-06,0.0012197108007967472,Safe
Pamela Anderson,10,4,Percent,23.5,12.7%,0.0%-99.7%,11.648621559143066,3.0,0.0008651893156638834,1.6312726529577048e-06,0.0,2.86102294921875e-06,0.0012197108007967472,Safe
Nicole Scherzinger,10,4,Percent,25.0,13.5%,0.0%-99.7%,11.927016258239746,2.0,0.0008651893156638834,1.6312726529577048e-06,0.0,2.86102294921875e-06,0.0012197108007967472,Safe
Erin Andrews,10,4,Percent,19.5,10.5%,0.0%-99.7%,10.90504264831543,5.0,0.0008651893156638834,1.6312726529577048e-06,0.0,2.86102294921875e-06,0.0012197108007967472,Safe
Kate Gosselin,10,4,Percent,16.0,8.6%,0.3%-100.0%,10.253607749938965,9.0,0.0008651893156638834,1.6312726529577048e-06,0.0,2.86102294921875e-06,0.0012197108007967472,Safe
Jake Pavelka,10,4,Percent,19.0,10.2%,0.0%-99.7%,10.809267044067383,6.0,0.0008651893156638834,1.6312726529577048e-06,0.0,2.86102294921875e-06,0.0012197108007967472,Safe
Niecy Nash,10,5,Percent,18.0,10.4%,0.0%-100.0%,12.1813383102417,6.0,0.05002975752577186,0.0,0.0,0.049732089042663574,0.0004961141385138035,Safe
Chad Ochocinco,10,5,Percent,18.0,10.4%,0.0%-100.0%,12.1813383102417,6.0,0.05002975752577186,0.0,0.0,0.049732089042663574,0.0004961141385138035,Safe
Evan Lysacek,10,5,Percent,27.0,15.6%,0.0%-100.0%,13.324621200561523,1.0,0.05002975752577186,0.0,0.0,0.049732089042663574,0.0004961141385138035,Safe
Pamela Anderson,10,5,Percent,21.0,12.1%,0.0%-100.0%,12.183670997619629,5.0,0.05002975752577186,0.0,0.0,0.049732089042663574,0.0004961141385138035,Safe
Nicole Scherzinger,10,5,Percent,29.0,16.8%,0.0%-100.0%,13.098030090332031,2.0,0.05002975752577186,0.0,0.0,0.049732089042663574,0.0004961141385138035,Safe
Erin Andrews,10,5,Percent,22.0,12.7%,0.0%-100.0%,12.53772258758545,4.0,0.05002975752577186,0.0,0.0,0.049732089042663574,0.0004961141385138035,Safe
Kate Gosselin,10,5,Percent,15.0,8.7%,0.0%-16.3%,11.86520767211914,7.0,0.05002975752577186,0.0,0.0,0.049732089042663574,0.0004961141385138035,Eliminated (Place 8)
Jake Pavelka,10,5,Percent,23.0,13.3%,0.0%-100.0%,12.628081321716309,3.0,0.05002975752577186,0.0,0.0,0.049732089042663574,0.0004961141385138035,Safe
Niecy Nash,10,6,Percent,25.9998,12.4%,0.0%-100.0%,11.335803985595703,6.0,0.008538282103836536,0.0,0.0,1.5914440155029297e-05,0.014203946106135845,Safe
Chad Ochocinco,10,6,Percent,30.999899999999997,14.8%,0.0%-100.0%,15.176172256469727,3.0,0.008538282103836536,0.0,0.0,1.5914440155029297e-05,0.014203946106135845,Safe
Evan Lysacek,10,6,Percent,27.0,12.9%,0.0%-100.0%,12.088502883911133,5.0,0.008538282103836536,0.0,0.0,1.5914440155029297e-05,0.014203946106135845,Safe
Pamela Anderson,10,6,Percent,29.9998,14.4%,0.0%-100.0%,14.41452693939209,4.0,0.008538282103836536,0.0,0.0,1.5914440155029297e-05,0.014203946106135845,Safe
Nicole Scherzinger,10,6,Percent,35.9999,17.2%,0.0%-100.0%,18.991640090942383,1.0,0.008538282103836536,0.0,0.0,1.5914440155029297e-05,0.014203946106135845,Safe
Erin Andrews,10,6,Percent,34.0,16.3%,0.0%-100.0%,17.42170524597168,2.0,0.008538282103836536,0.0,0.0,1.5914440155029297e-05,0.014203946106135845,Safe
Jake Pavelka,10,6,Percent,24.999899999999997,12.0%,0.0%-16.6%,10.571654319763184,7.0,0.008538282103836536,0.0,0.0,1.5914440155029297e-05,0.014203946106135845,Eliminated (Place 7)
Niecy Nash,10,7,Percent,24.5,15.8%,0.6%-100.0%,14.221864700317383,5.0,0.010381298698484897,9.94734582491219e-05,0.0,0.0006729364395141602,0.002917475998401642,Safe
Chad Ochocinco,10,7,Percent,26.0,16.7%,0.0%-99.4%,16.82155990600586,2.0,0.010381298698484897,9.94734582491219e-05,0.0,0.0006729364395141602,0.002917475998401642,Safe
Evan Lysacek,10,7,Percent,27.0,17.4%,0.0%-99.4%,18.613037109375,1.0,0.010381298698484897,9.94734582491219e-05,0.0,0.0006729364395141602,0.002917475998401642,Safe
Pamela Anderson,10,7,Percent,25.5,16.4%,0.0%-16.9%,15.808950424194336,4.0,0.010381298698484897,9.94734582491219e-05,0.0,0.0006729364395141602,0.002917475998401642,Eliminated (Place 6)
Nicole Scherzinger,10,7,Percent,27.0,17.4%,0.0%-99.4%,18.613037109375,1.0,0.010381298698484897,9.94734582491219e-05,0.0,0.0006729364395141602,0.002917475998401642,Safe
Erin Andrews,10,7,Percent,25.5,16.4%,0.0%-99.4%,15.921546936035156,3.0,0.010381298698484897,9.94734582491219e-05,0.0,0.0006729364395141602,0.002917475998401642,Safe
Niecy Nash,10,8,Percent,21.5,17.0%,0.0%-23.0%,16.21632194519043,5.0,0.0038827106356620787,0.0,0.0,1.728534698486328e-05,0.006442375481128693,Eliminated (Place 5)
Chad Ochocinco,10,8,Percent,22.5,17.8%,0.0%-100.0%,17.257545471191406,4.0,0.0038827106356620787,0.0,0.0,1.728534698486328e-05,0.006442375481128693,Safe
Evan Lysacek,10,8,Percent,26.5,20.9%,0.0%-100.0%,21.191537857055664,2.0,0.0038827106356620787,0.0,0.0,1.728534698486328e-05,0.006442375481128693,Safe
Nicole Scherzinger,10,8,Percent,29.5,23.3%,0.0%-100.0%,24.14617156982422,1.0,0.0038827106356620787,0.0,0.0,1.728534698486328e-05,0.006442375481128693,Safe
Erin Andrews,10,8,Percent,26.5,20.9%,0.0%-100.0%,21.188426971435547,3.0,0.0038827106356620787,0.0,0.0,1.728534698486328e-05,0.006442375481128693,Safe
Chad Ochocinco,10,9,Percent,26.0,23.0%,0.0%-27.0%,23.43853187561035,3.0,0.0002710626227781176,0.0,0.0,1.1920928955078125e-07,0.0004515723558142781,Eliminated (Place 4)
Evan Lysacek,10,9,Percent,29.5,26.1%,0.0%-100.0%,25.867324829101562,1.0,0.0002710626227781176,0.0,0.0,1.1920928955078125e-07,0.0004515723558142781,Safe
Nicole Scherzinger,10,9,Percent,29.5,26.1%,0.0%-100.0%,25.867324829101562,1.0,0.0002710626227781176,0.0,0.0,1.1920928955078125e-07,0.0004515723558142781,Safe
Erin Andrews,10,9,Percent,28.0,24.8%,0.0%-100.0%,24.82681655883789,2.0,0.0002710626227781176,0.0,0.0,1.1920928955078125e-07,0.0004515723558142781,Safe
Evan Lysacek,10,10,Percent,26.8887,32.5%,0.0%-51.1%,32.40358352661133,3.0,0.00019072433933615683,0.0,0.0,0.0,0.00031787389889359474,Eliminated (Place 2)
Nicole Scherzinger,10,10,Percent,28.7777,34.8%,31.9%-100.0%,35.038177490234375,1.0,0.00019072433933615683,0.0,0.0,0.0,0.00031787389889359474,Safe
Erin Andrews,10,10,Percent,26.9998,32.7%,0.0%-51.1%,32.55824661254883,2.0,0.00019072433933615683,0.0,0.0,0.0,0.00031787389889359474,Eliminated (Place 3)
David Hasselhoff,11,1,Percent,15.0,6.6%,0.0%-10.1%,5.588530540466309,7.0,0.018189212679862975,0.0,0.0,0.0009691715240478516,0.028700068593025208,Eliminated (Place 12)
Florence Henderson,11,1,Percent,18.0,7.9%,0.0%-100.0%,7.714262008666992,5.0,0.018189212679862975,0.0,0.0,0.0009691715240478516,0.028700068593025208,Safe
Kyle Massey,11,1,Percent,23.0,10.1%,0.0%-100.0%,11.005291938781738,2.0,0.018189212679862975,0.0,0.0,0.0009691715240478516,0.028700068593025208,Safe
Jennifer Grey,11,1,Percent,24.0,10.6%,0.0%-100.0%,12.021148681640625,1.0,0.018189212679862975,0.0,0.0,0.0009691715240478516,0.028700068593025208,Safe
Rick Fox,11,1,Percent,22.0,9.7%,0.0%-100.0%,10.600953102111816,3.0,0.018189212679862975,0.0,0.0,0.0009691715240478516,0.028700068593025208,Safe
Kurt Warner,11,1,Percent,19.0,8.4%,0.0%-100.0%,8.476526260375977,4.0,0.018189212679862975,0.0,0.0,0.0009691715240478516,0.028700068593025208,Safe
Margaret Cho,11,1,Percent,15.0,6.6%,0.0%-100.0%,5.588530540466309,7.0,0.018189212679862975,0.0,0.0,0.0009691715240478516,0.028700068593025208,Safe
Michael Bolton,11,1,Percent,16.0,7.0%,0.0%-100.0%,6.220155239105225,6.0,0.018189212679862975,0.0,0.0,0.0009691715240478516,0.028700068593025208,Safe
Brandy,11,1,Percent,23.0,10.1%,0.0%-100.0%,11.005291938781738,2.0,0.018189212679862975,0.0,0.0,0.0009691715240478516,0.028700068593025208,Safe
The Situation,11,1,Percent,15.0,6.6%,0.0%-100.0%,5.588530540466309,7.0,0.018189212679862975,0.0,0.0,0.0009691715240478516,0.028700068593025208,Safe
Audrina Patridge,11,1,Percent,19.0,8.4%,0.0%-100.0%,8.476526260375977,4.0,0.018189212679862975,0.0,0.0,0.0009691715240478516,0.028700068593025208,Safe
Bristol Palin,11,1,Percent,18.0,7.9%,0.0%-100.0%,7.714262008666992,5.0,0.018189212679862975,0.0,0.0,0.0009691715240478516,0.028700068593025208,Safe
Florence Henderson,11,2,Percent,19.0,8.6%,0.0%-100.0%,8.66569995880127,5.0,0.0047615131363272665,0.0,0.0,1.3649463653564453e-05,0.007913106121122837,Safe
Kyle Massey,11,2,Percent,22.0,10.0%,0.0%-100.0%,9.851901054382324,3.0,0.0047615131363272665,0.0,0.0,1.3649463653564453e-05,0.007913106121122837,Safe
Jennifer Grey,11,2,Percent,24.0,10.9%,0.0%-100.0%,10.63117790222168,1.0,0.0047615131363272665,0.0,0.0,1.3649463653564453e-05,0.007913106121122837,Safe
Rick Fox,11,2,Percent,21.0,9.5%,0.0%-100.0%,9.441486358642578,4.0,0.0047615131363272665,0.0,0.0,1.3649463653564453e-05,0.007913106121122837,Safe
Kurt Warner,11,2,Percent,21.0,9.5%,0.0%-100.0%,9.441486358642578,4.0,0.0047615131363272665,0.0,0.0,1.3649463653564453e-05,0.007913106121122837,Safe
Margaret Cho,11,2,Percent,18.0,8.1%,0.0%-100.0%,8.272409439086914,6.0,0.0047615131363272665,0.0,0.0,1.3649463653564453e-05,0.007913106121122837,Safe
Michael Bolton,11,2,Percent,12.0,5.4%,0.0%-12.8%,5.892904281616211,7.0,0.0047615131363272665,0.0,0.0,1.3649463653564453e-05,0.007913106121122837,Eliminated (Place 11)
Brandy,11,2,Percent,21.0,9.5%,0.0%-100.0%,9.441486358642578,4.0,0.0047615131363272665,0.0,0.0,1.3649463653564453e-05,0.007913106121122837,Safe
The Situation,11,2,Percent,18.0,8.1%,0.0%-100.0%,8.272409439086914,6.0,0.0047615131363272665,0.0,0.0,1.3649463653564453e-05,0.007913106121122837,Safe
Audrina Patridge,11,2,Percent,23.0,10.4%,0.0%-100.0%,10.237147331237793,2.0,0.0047615131363272665,0.0,0.0,1.3649463653564453e-05,0.007913106121122837,Safe
Bristol Palin,11,2,Percent,22.0,10.0%,0.0%-100.0%,9.851901054382324,3.0,0.0047615131363272665,0.0,0.0,1.3649463653564453e-05,0.007913106121122837,Safe
Florence Henderson,11,3,Percent,20.0,9.0%,0.0%-100.0%,8.124067306518555,4.0,0.011885106191039085,0.0,0.0,0.0001748800277709961,0.019517043605446815,Safe
Kyle Massey,11,3,Percent,23.0,10.4%,0.0%-100.0%,10.7993803024292,3.0,0.011885106191039085,0.0,0.0,0.0001748800277709961,0.019517043605446815,Safe
Jennifer Grey,11,3,Percent,24.0,10.9%,0.0%-100.0%,11.692935943603516,2.0,0.011885106191039085,0.0,0.0,0.0001748800277709961,0.019517043605446815,Safe
Rick Fox,11,3,Percent,24.0,10.9%,0.0%-100.0%,11.692935943603516,2.0,0.011885106191039085,0.0,0.0,0.0001748800277709961,0.019517043605446815,Safe
Kurt Warner,11,3,Percent,23.0,10.4%,0.0%-100.0%,10.7993803024292,3.0,0.011885106191039085,0.0,0.0,0.0001748800277709961,0.019517043605446815,Safe
Margaret Cho,11,3,Percent,18.0,8.1%,0.0%-11.9%,6.284438133239746,6.0,0.011885106191039085,0.0,0.0,0.0001748800277709961,0.019517043605446815,Eliminated (Place 10)
Brandy,11,3,Percent,24.0,10.9%,0.0%-100.0%,11.692935943603516,2.0,0.011885106191039085,0.0,0.0,0.0001748800277709961,0.019517043605446815,Safe
The Situation,11,3,Percent,20.0,9.0%,0.0%-100.0%,8.124067306518555,4.0,0.011885106191039085,0.0,0.0,0.0001748800277709961,0.019517043605446815,Safe
Audrina Patridge,11,3,Percent,26.0,11.8%,0.0%-100.0%,13.438658714294434,1.0,0.011885106191039085,0.0,0.0,0.0001748800277709961,0.019517043605446815,Safe
Bristol Palin,11,3,Percent,19.0,8.6%,0.0%-100.0%,7.351189613342285,5.0,0.011885106191039085,0.0,0.0,0.0001748800277709961,0.019517043605446815,Safe
Florence Henderson,11,4,Percent,17.5,9.8%,0.0%-100.0%,9.568621635437012,6.0,0.0118645578622818,0.0,0.0,0.0017124414443969727,0.016920194029808044,Safe
Kyle Massey,11,4,Percent,20.0,11.2%,0.0%-100.0%,11.153287887573242,4.0,0.0118645578622818,0.0,0.0,0.0017124414443969727,0.016920194029808044,Safe
Jennifer Grey,11,4,Percent,28.0,15.6%,0.0%-100.0%,15.827361106872559,1.0,0.0118645578622818,0.0,0.0,0.0017124414443969727,0.016920194029808044,Safe
Rick Fox,11,4,Percent,19.5,10.9%,0.0%-100.0%,10.859743118286133,5.0,0.0118645578622818,0.0,0.0,0.0017124414443969727,0.016920194029808044,Safe
Kurt Warner,11,4,Percent,17.0,9.5%,0.0%-100.0%,9.365727424621582,7.0,0.0118645578622818,0.0,0.0,0.0017124414443969727,0.016920194029808044,Safe
Brandy,11,4,Percent,24.0,13.4%,0.0%-100.0%,13.51297378540039,2.0,0.0118645578622818,0.0,0.0,0.0017124414443969727,0.016920194029808044,Safe
The Situation,11,4,Percent,14.0,7.8%,0.0%-14.4%,7.57835578918457,9.0,0.0118645578622818,0.0,0.0,0.0017124414443969727,0.016920194029808044,Eliminated (Place 9)
Audrina Patridge,11,4,Percent,23.0,12.8%,0.0%-100.0%,12.909952163696289,3.0,0.0118645578622818,0.0,0.0,0.0017124414443969727,0.016920194029808044,Safe
Bristol Palin,11,4,Percent,16.0,8.9%,0.0%-100.0%,9.223977088928223,8.0,0.0118645578622818,0.0,0.0,0.0017124414443969727,0.016920194029808044,Safe
Florence Henderson,11,5,Percent,21.0,11.5%,0.0%-13.5%,7.77529239654541,6.0,0.06247673472389578,0.0002155028923880309,0.0,0.014912903308868408,0.05053933337330818,Eliminated (Place 8)
Kyle Massey,11,5,Percent,20.0,11.0%,0.5%-98.4%,8.016800880432129,5.0,0.06247673472389578,0.0002155028923880309,0.0,0.014912903308868408,0.05053933337330818,Safe
Jennifer Grey,11,5,Percent,25.0,13.7%,0.0%-97.8%,16.26216697692871,2.0,0.06247673472389578,0.0002155028923880309,0.0,0.014912903308868408,0.05053933337330818,Safe
Rick Fox,11,5,Percent,24.0,13.2%,0.0%-97.8%,14.697587966918945,3.0,0.06247673472389578,0.0002155028923880309,0.0,0.014912903308868408,0.05053933337330818,Safe
Kurt Warner,11,5,Percent,24.0,13.2%,0.0%-97.8%,14.697587966918945,3.0,0.06247673472389578,0.0002155028923880309,0.0,0.014912903308868408,0.05053933337330818,Safe
