CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Config_alpha_constraint,Config_beta_smooth,Config_gamma_corr,Config_delta_reg,Config_epsilon_diversity,Config_steps,Config_lr,Config_temperature,Config_rank_tau,Config_reg_type,Config_normal_sigma_factor,Config_longtail_alpha,Config_longtail_shift,Config_constraint_margin,Config_diversity_sigma
Cody Linley,7,3,Percent,21.0,10.6%,0.0%-100.0%,9.6693696975708,5.0,0.09301156252622604,0.0,0.0,0.0014639496803283691,0.04111362248659134,0.33439719676971436,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Maurice Greene,7,3,Percent,24.0,12.1%,0.0%-100.0%,13.315711975097656,3.0,0.09301156252622604,0.0,0.0,0.0014639496803283691,0.04111362248659134,0.33439719676971436,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Warren Sapp,7,3,Percent,25.0,12.6%,0.0%-100.0%,14.541491508483887,2.0,0.09301156252622604,0.0,0.0,0.0014639496803283691,0.04111362248659134,0.33439719676971436,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Toni Braxton,7,3,Percent,22.0,11.1%,0.0%-100.0%,11.119673728942871,4.0,0.09301156252622604,0.0,0.0,0.0014639496803283691,0.04111362248659134,0.33439719676971436,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lance Bass,7,3,Percent,22.0,11.1%,0.0%-100.0%,11.119673728942871,4.0,0.09301156252622604,0.0,0.0,0.0014639496803283691,0.04111362248659134,0.33439719676971436,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rocco DiSpirito,7,3,Percent,20.0,10.1%,0.0%-100.0%,8.355749130249023,6.0,0.09301156252622604,0.0,0.0,0.0014639496803283691,0.04111362248659134,0.33439719676971436,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Brooke Burke,7,3,Percent,28.0,14.1%,0.0%-100.0%,17.745960235595703,1.0,0.09301156252622604,0.0,0.0,0.0014639496803283691,0.04111362248659134,0.33439719676971436,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cloris Leachman,7,4,Percent,22.0,10.8%,0.0%-100.0%,10.477605819702148,5.0,0.09151012897491456,0.0,0.0,0.001452326774597168,0.041049182415008545,0.3271414637565613,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Susan Lucci,7,4,Percent,24.0,11.8%,0.0%-100.0%,13.31450080871582,3.0,0.09151012897491456,0.0,0.0,0.001452326774597168,0.041049182415008545,0.3271414637565613,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cody Linley,7,4,Percent,23.0,11.3%,0.0%-100.0%,11.87563419342041,4.0,0.09151012897491456,0.0,0.0,0.001452326774597168,0.041049182415008545,0.3271414637565613,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Maurice Greene,7,4,Percent,20.0,9.9%,0.0%-100.0%,7.316151142120361,7.0,0.09151012897491456,0.0,0.0,0.001452326774597168,0.041049182415008545,0.3271414637565613,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Warren Sapp,7,4,Percent,22.0,10.8%,0.0%-100.0%,10.012711524963379,6.0,0.09151012897491456,0.0,0.0,0.001452326774597168,0.041049182415008545,0.3271414637565613,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Toni Braxton,7,4,Percent,22.0,10.8%,0.0%-100.0%,10.012711524963379,6.0,0.09151012897491456,0.0,0.0,0.001452326774597168,0.041049182415008545,0.3271414637565613,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lance Bass,7,4,Percent,26.0,12.8%,0.0%-100.0%,15.977391242980957,2.0,0.09151012897491456,0.0,0.0,0.001452326774597168,0.041049182415008545,0.3271414637565613,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rocco DiSpirito,7,4,Percent,18.0,8.9%,0.0%-13.4%,4.692405700683594,8.0,0.09151012897491456,0.0,0.0,0.001452326774597168,0.041049182415008545,0.3271414637565613,Eliminated (Place 9),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Brooke Burke,7,4,Percent,26.0,12.8%,0.0%-100.0%,16.32088851928711,1.0,0.09151012897491456,0.0,0.0,0.001452326774597168,0.041049182415008545,0.3271414637565613,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cloris Leachman,7,5,Percent,21.0,10.8%,0.5%-99.5%,7.990081787109375,8.0,0.08850271481787786,4.7174031351460144e-05,0.0,0.0023152828216552734,0.03610853850841522,0.3037419319152832,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Susan Lucci,7,5,Percent,22.0,11.3%,0.0%-99.0%,9.879945755004883,5.0,0.08850271481787786,4.7174031351460144e-05,0.0,0.0023152828216552734,0.03610853850841522,0.3037419319152832,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cody Linley,7,5,Percent,28.0,14.4%,0.0%-99.0%,17.188549041748047,2.0,0.08850271481787786,4.7174031351460144e-05,0.0,0.0023152828216552734,0.03610853850841522,0.3037419319152832,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Maurice Greene,7,5,Percent,27.0,13.8%,0.0%-99.0%,15.721956253051758,3.0,0.08850271481787786,4.7174031351460144e-05,0.0,0.0023152828216552734,0.03610853850841522,0.3037419319152832,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Warren Sapp,7,5,Percent,25.0,12.8%,0.0%-99.0%,13.2584228515625,4.0,0.08850271481787786,4.7174031351460144e-05,0.0,0.0023152828216552734,0.03610853850841522,0.3037419319152832,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Toni Braxton,7,5,Percent,22.0,11.3%,0.0%-13.7%,8.926570892333984,6.0,0.08850271481787786,4.7174031351460144e-05,0.0,0.0023152828216552734,0.03610853850841522,0.3037419319152832,Eliminated (Place 8),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lance Bass,7,5,Percent,21.0,10.8%,0.5%-99.5%,8.34317398071289,7.0,0.08850271481787786,4.7174031351460144e-05,0.0,0.0023152828216552734,0.03610853850841522,0.3037419319152832,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Brooke Burke,7,5,Percent,29.0,14.9%,0.0%-99.0%,18.691293716430664,1.0,0.08850271481787786,4.7174031351460144e-05,0.0,0.0023152828216552734,0.03610853850841522,0.3037419319152832,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cloris Leachman,7,6,Percent,15.0,9.4%,0.0%-19.2%,5.7072296142578125,6.0,0.08201974779367448,0.0,0.0,0.0023017525672912598,0.036610208451747894,0.28875935077667236,Eliminated (Place 7),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Susan Lucci,7,6,Percent,23.0,14.4%,0.0%-100.0%,14.237970352172852,4.0,0.08201974779367448,0.0,0.0,0.0023017525672912598,0.036610208451747894,0.28875935077667236,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cody Linley,7,6,Percent,23.0,14.4%,0.0%-100.0%,14.237970352172852,4.0,0.08201974779367448,0.0,0.0,0.0023017525672912598,0.036610208451747894,0.28875935077667236,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Maurice Greene,7,6,Percent,21.0,13.1%,0.0%-100.0%,11.766661643981934,5.0,0.08201974779367448,0.0,0.0,0.0023017525672912598,0.036610208451747894,0.28875935077667236,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Warren Sapp,7,6,Percent,25.0,15.6%,0.0%-100.0%,16.644145965576172,3.0,0.08201974779367448,0.0,0.0,0.0023017525672912598,0.036610208451747894,0.28875935077667236,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lance Bass,7,6,Percent,27.0,16.9%,0.0%-100.0%,19.411407470703125,1.0,0.08201974779367448,0.0,0.0,0.0023017525672912598,0.036610208451747894,0.28875935077667236,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Brooke Burke,7,6,Percent,26.0,16.2%,0.0%-100.0%,17.994611740112305,2.0,0.08201974779367448,0.0,0.0,0.0023017525672912598,0.036610208451747894,0.28875935077667236,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Susan Lucci,7,7,Percent,24.0,16.3%,0.0%-17.0%,13.363430976867676,5.0,0.12543998882174492,0.0002956925891339779,0.0,0.03167468309402466,0.022950690239667892,0.28169742226600647,Eliminated (Place 6),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cody Linley,7,7,Percent,22.0,15.0%,1.4%-98.0%,13.603730201721191,4.0,0.12543998882174492,0.0002956925891339779,0.0,0.03167468309402466,0.022950690239667892,0.28169742226600647,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Maurice Greene,7,7,Percent,25.0,17.0%,0.0%-96.6%,17.37469482421875,3.0,0.12543998882174492,0.0002956925891339779,0.0,0.03167468309402466,0.022950690239667892,0.28169742226600647,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Warren Sapp,7,7,Percent,21.0,14.3%,2.0%-98.6%,11.725975036621094,6.0,0.12543998882174492,0.0002956925891339779,0.0,0.03167468309402466,0.022950690239667892,0.28169742226600647,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lance Bass,7,7,Percent,25.0,17.0%,0.0%-96.6%,18.16391944885254,2.0,0.12543998882174492,0.0002956925891339779,0.0,0.03167468309402466,0.022950690239667892,0.28169742226600647,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Brooke Burke,7,7,Percent,30.0,20.4%,0.0%-96.6%,25.76824378967285,1.0,0.12543998882174492,0.0002956925891339779,0.0,0.03167468309402466,0.022950690239667892,0.28169742226600647,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cody Linley,7,8,Percent,24.0,18.8%,0.0%-100.0%,13.889503479003906,4.0,0.057950904965400694,0.0,0.0,0.0013921260833740234,0.026646912097930908,0.20285315811634064,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Maurice Greene,7,8,Percent,24.0,18.8%,0.0%-21.2%,13.889503479003906,4.0,0.057950904965400694,0.0,0.0,0.0013921260833740234,0.026646912097930908,0.20285315811634064,Eliminated (Place 5),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Warren Sapp,7,8,Percent,27.0,21.2%,0.0%-100.0%,25.525405883789062,2.0,0.057950904965400694,0.0,0.0,0.0013921260833740234,0.026646912097930908,0.20285315811634064,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lance Bass,7,8,Percent,25.0,19.6%,0.0%-100.0%,18.37571907043457,3.0,0.057950904965400694,0.0,0.0,0.0013921260833740234,0.026646912097930908,0.20285315811634064,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Brooke Burke,7,8,Percent,27.5,21.6%,0.0%-100.0%,28.319866180419922,1.0,0.057950904965400694,0.0,0.0,0.0013921260833740234,0.026646912097930908,0.20285315811634064,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Cody Linley,7,9,Percent,23.0,22.9%,0.0%-27.1%,17.41535758972168,3.0,0.05666861720383168,0.0,0.0,0.0009458065032958984,0.01949739269912243,0.22012187540531158,Eliminated (Place 4),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Warren Sapp,7,9,Percent,24.5,24.4%,0.0%-100.0%,23.17690658569336,2.0,0.05666861720383168,0.0,0.0,0.0009458065032958984,0.01949739269912243,0.22012187540531158,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lance Bass,7,9,Percent,28.5,28.4%,0.0%-100.0%,36.23082733154297,1.0,0.05666861720383168,0.0,0.0,0.0009458065032958984,0.01949739269912243,0.22012187540531158,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Brooke Burke,7,9,Percent,24.5,24.4%,0.0%-100.0%,23.17690658569336,2.0,0.05666861720383168,0.0,0.0,0.0009458065032958984,0.01949739269912243,0.22012187540531158,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Warren Sapp,7,10,Percent,27.5,32.4%,0.0%-51.5%,29.1374568939209,2.0,0.07301738262176515,0.0,0.0,-1.1920928955078125e-07,0.007238596677780151,0.343371719121933,Eliminated (Place 2),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lance Bass,7,10,Percent,27.5,32.4%,0.0%-51.5%,29.1374568939209,2.0,0.07301738262176515,0.0,0.0,-1.1920928955078125e-07,0.007238596677780151,0.343371719121933,Eliminated (Place 3),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Brooke Burke,7,10,Percent,30.0,35.3%,31.4%-100.0%,41.72508239746094,1.0,0.07301738262176515,0.0,0.0,-1.1920928955078125e-07,0.007238596677780151,0.343371719121933,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Gilles Marini,8,1,Percent,24.0,9.9%,0.0%-100.0%,11.887187957763672,1.0,0.11316421926021576,0.0,0.0,0.00039523839950561523,0.0462711900472641,0.4250313341617584,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Denise Richards,8,1,Percent,18.0,7.4%,0.0%-100.0%,7.101478576660156,8.0,0.11316421926021576,0.0,0.0,0.00039523839950561523,0.0462711900472641,0.4250313341617584,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
David Alan Grier,8,1,Percent,19.0,7.8%,0.0%-100.0%,7.974006175994873,6.0,0.11316421926021576,0.0,0.0,0.00039523839950561523,0.0462711900472641,0.4250313341617584,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lawrence Taylor,8,1,Percent,16.0,6.6%,0.0%-100.0%,5.486318111419678,11.0,0.11316421926021576,0.0,0.0,0.00039523839950561523,0.0462711900472641,0.4250313341617584,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ty Murray,8,1,Percent,14.0,5.8%,0.0%-100.0%,4.100740909576416,12.0,0.11316421926021576,0.0,0.0,0.00039523839950561523,0.0462711900472641,0.4250313341617584,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Shawn Johnson,8,1,Percent,23.0,9.5%,0.0%-100.0%,11.08364200592041,2.0,0.11316421926021576,0.0,0.0,0.00039523839950561523,0.0462711900472641,0.4250313341617584,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Steve Wozniak,8,1,Percent,13.0,5.3%,0.0%-100.0%,3.3537485599517822,13.0,0.11316421926021576,0.0,0.0,0.00039523839950561523,0.0462711900472641,0.4250313341617584,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Belinda Carlisle,8,1,Percent,17.0,7.0%,0.0%-100.0%,6.353198051452637,9.0,0.11316421926021576,0.0,0.0,0.00039523839950561523,0.0462711900472641,0.4250313341617584,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Chuck Wicks,8,1,Percent,20.0,8.2%,0.0%-100.0%,8.7369384765625,5.0,0.11316421926021576,0.0,0.0,0.00039523839950561523,0.0462711900472641,0.4250313341617584,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lil' Kim,8,1,Percent,21.0,8.6%,0.0%-100.0%,9.509231567382812,4.0,0.11316421926021576,0.0,0.0,0.00039523839950561523,0.0462711900472641,0.4250313341617584,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Steve-O,8,1,Percent,17.0,7.0%,0.0%-100.0%,6.23539924621582,10.0,0.11316421926021576,0.0,0.0,0.00039523839950561523,0.0462711900472641,0.4250313341617584,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Holly Madison,8,1,Percent,18.0,7.4%,0.0%-100.0%,7.219676494598389,7.0,0.11316421926021576,0.0,0.0,0.00039523839950561523,0.0462711900472641,0.4250313341617584,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Melissa Rycroft,8,1,Percent,23.0,9.5%,0.0%-100.0%,10.958441734313965,3.0,0.11316421926021576,0.0,0.0,0.00039523839950561523,0.0462711900472641,0.4250313341617584,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Gilles Marini,8,2,Percent,27.0,10.2%,0.0%-97.7%,12.16343879699707,1.0,0.12425418796483428,0.0001014338995446451,0.0,0.002568662166595459,0.039776451885700226,0.44852471351623535,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Denise Richards,8,2,Percent,21.0,7.9%,0.0%-97.7%,8.218154907226562,5.0,0.12425418796483428,0.0001014338995446451,0.0,0.002568662166595459,0.039776451885700226,0.44852471351623535,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
David Alan Grier,8,2,Percent,17.0,6.4%,0.4%-98.1%,5.405951976776123,10.0,0.12425418796483428,0.0001014338995446451,0.0,0.002568662166595459,0.039776451885700226,0.44852471351623535,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lawrence Taylor,8,2,Percent,20.0,7.5%,0.0%-97.7%,7.497101306915283,6.0,0.12425418796483428,0.0001014338995446451,0.0,0.002568662166595459,0.039776451885700226,0.44852471351623535,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ty Murray,8,2,Percent,20.0,7.5%,0.0%-97.7%,7.497101306915283,6.0,0.12425418796483428,0.0001014338995446451,0.0,0.002568662166595459,0.039776451885700226,0.44852471351623535,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Shawn Johnson,8,2,Percent,24.0,9.1%,0.0%-97.7%,10.156383514404297,3.0,0.12425418796483428,0.0001014338995446451,0.0,0.002568662166595459,0.039776451885700226,0.44852471351623535,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Steve Wozniak,8,2,Percent,17.0,6.4%,0.4%-98.1%,5.306650638580322,11.0,0.12425418796483428,0.0001014338995446451,0.0,0.002568662166595459,0.039776451885700226,0.44852471351623535,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Belinda Carlisle,8,2,Percent,18.0,6.8%,0.0%-8.6%,5.621991157531738,9.0,0.12425418796483428,0.0001014338995446451,0.0,0.002568662166595459,0.039776451885700226,0.44852471351623535,Eliminated (Place 13),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Chuck Wicks,8,2,Percent,20.0,7.5%,0.0%-97.7%,7.334583282470703,7.0,0.12425418796483428,0.0001014338995446451,0.0,0.002568662166595459,0.039776451885700226,0.44852471351623535,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lil' Kim,8,2,Percent,23.0,8.7%,0.0%-97.7%,9.465991973876953,4.0,0.12425418796483428,0.0001014338995446451,0.0,0.002568662166595459,0.039776451885700226,0.44852471351623535,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Steve-O,8,2,Percent,14.0,5.3%,1.5%-99.2%,3.763915538787842,12.0,0.12425418796483428,0.0001014338995446451,0.0,0.002568662166595459,0.039776451885700226,0.44852471351623535,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Holly Madison,8,2,Percent,18.0,6.8%,0.0%-97.7%,6.121078968048096,8.0,0.12425418796483428,0.0001014338995446451,0.0,0.002568662166595459,0.039776451885700226,0.44852471351623535,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Melissa Rycroft,8,2,Percent,26.0,9.8%,0.0%-97.7%,11.447656631469727,2.0,0.12425418796483428,0.0001014338995446451,0.0,0.002568662166595459,0.039776451885700226,0.44852471351623535,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Gilles Marini,8,3,Percent,27.0,10.6%,0.0%-97.2%,11.311727523803711,1.0,0.1290382299106568,0.00016336420958396047,0.0,0.004049241542816162,0.03701215237379074,0.4485628008842468,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Denise Richards,8,3,Percent,16.0,6.3%,0.0%-10.4%,5.529917240142822,10.0,0.1290382299106568,0.00016336420958396047,0.0,0.004049241542816162,0.03701215237379074,0.4485628008842468,Eliminated (Place 12),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
David Alan Grier,8,3,Percent,24.0,9.4%,0.0%-97.2%,9.5792236328125,5.0,0.1290382299106568,0.00016336420958396047,0.0,0.004049241542816162,0.03701215237379074,0.4485628008842468,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lawrence Taylor,8,3,Percent,20.0,7.9%,0.0%-97.2%,7.6805009841918945,8.0,0.1290382299106568,0.00016336420958396047,0.0,0.004049241542816162,0.03701215237379074,0.4485628008842468,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ty Murray,8,3,Percent,23.0,9.1%,0.0%-97.2%,8.96373176574707,7.0,0.1290382299106568,0.00016336420958396047,0.0,0.004049241542816162,0.03701215237379074,0.4485628008842468,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Shawn Johnson,8,3,Percent,27.0,10.6%,0.0%-97.2%,11.118379592895508,2.0,0.1290382299106568,0.00016336420958396047,0.0,0.004049241542816162,0.03701215237379074,0.4485628008842468,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Steve Wozniak,8,3,Percent,10.0,3.9%,2.4%-99.6%,3.6760683059692383,12.0,0.1290382299106568,0.00016336420958396047,0.0,0.004049241542816162,0.03701215237379074,0.4485628008842468,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Chuck Wicks,8,3,Percent,23.0,9.1%,0.0%-97.2%,9.087347984313965,6.0,0.1290382299106568,0.00016336420958396047,0.0,0.004049241542816162,0.03701215237379074,0.4485628008842468,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lil' Kim,8,3,Percent,25.0,9.8%,0.0%-97.2%,10.090110778808594,4.0,0.1290382299106568,0.00016336420958396047,0.0,0.004049241542816162,0.03701215237379074,0.4485628008842468,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Steve-O,8,3,Percent,15.0,5.9%,0.4%-97.6%,5.482078552246094,11.0,0.1290382299106568,0.00016336420958396047,0.0,0.004049241542816162,0.03701215237379074,0.4485628008842468,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Holly Madison,8,3,Percent,17.0,6.7%,0.0%-97.2%,6.437908172607422,9.0,0.1290382299106568,0.00016336420958396047,0.0,0.004049241542816162,0.03701215237379074,0.4485628008842468,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Melissa Rycroft,8,3,Percent,27.0,10.6%,0.0%-97.2%,11.043002128601074,3.0,0.1290382299106568,0.00016336420958396047,0.0,0.004049241542816162,0.03701215237379074,0.4485628008842468,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
