CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Status
Chad Ochocinco,10,2,Percent,16.0,7.3%,1.8%-93.6%,8.612168312072754,9.0,0.02842146810144186,0.00034062814665958285,0.0,0.00041997432708740234,0.0012520700693130493,Safe
Evan Lysacek,10,2,Percent,24.0,10.9%,0.0%-91.8%,9.580958366394043,2.0,0.02842146810144186,0.00034062814665958285,0.0,0.00041997432708740234,0.0012520700693130493,Safe
Pamela Anderson,10,2,Percent,22.0,10.0%,0.0%-91.8%,9.336851119995117,4.0,0.02842146810144186,0.00034062814665958285,0.0,0.00041997432708740234,0.0012520700693130493,Safe
Nicole Scherzinger,10,2,Percent,28.0,12.7%,0.0%-91.8%,10.071355819702148,1.0,0.02842146810144186,0.00034062814665958285,0.0,0.00041997432708740234,0.0012520700693130493,Safe
Erin Andrews,10,2,Percent,23.0,10.5%,0.0%-91.8%,9.458632469177246,3.0,0.02842146810144186,0.00034062814665958285,0.0,0.00041997432708740234,0.0012520700693130493,Safe
Kate Gosselin,10,2,Percent,15.0,6.8%,2.3%-94.1%,8.492485046386719,10.0,0.02842146810144186,0.00034062814665958285,0.0,0.00041997432708740234,0.0012520700693130493,Safe
Jake Pavelka,10,2,Percent,20.0,9.1%,0.0%-91.8%,9.091999053955078,6.0,0.02842146810144186,0.00034062814665958285,0.0,0.00041997432708740234,0.0012520700693130493,Safe
Aiden Turner,10,3,Percent,20.0,9.9%,0.0%-100.0%,9.871431350708008,4.0,0.016252757422626017,0.0,0.0,0.006983697414398193,0.015448433347046375,Safe
Niecy Nash,10,3,Percent,21.0,10.3%,0.0%-100.0%,10.622150421142578,3.0,0.016252757422626017,0.0,0.0,0.006983697414398193,0.015448433347046375,Safe
Buzz Aldrin,10,3,Percent,13.0,6.4%,0.0%-13.6%,6.060876369476318,6.0,0.016252757422626017,0.0,0.0,0.006983697414398193,0.015448433347046375,Eliminated (Place 10)
Chad Ochocinco,10,3,Percent,20.0,9.9%,0.0%-100.0%,9.871431350708008,4.0,0.016252757422626017,0.0,0.0,0.006983697414398193,0.015448433347046375,Safe
Evan Lysacek,10,3,Percent,26.0,12.8%,0.0%-100.0%,13.167699813842773,1.0,0.016252757422626017,0.0,0.0,0.006983697414398193,0.015448433347046375,Safe
Pamela Anderson,10,3,Percent,21.0,10.3%,0.0%-100.0%,10.622150421142578,3.0,0.016252757422626017,0.0,0.0,0.006983697414398193,0.015448433347046375,Safe
Nicole Scherzinger,10,3,Percent,23.0,11.3%,0.0%-100.0%,11.049688339233398,2.0,0.016252757422626017,0.0,0.0,0.006983697414398193,0.015448433347046375,Safe
Erin Andrews,10,3,Percent,23.0,11.3%,0.0%-100.0%,11.049688339233398,2.0,0.016252757422626017,0.0,0.0,0.006983697414398193,0.015448433347046375,Safe
Kate Gosselin,10,3,Percent,15.0,7.4%,0.0%-100.0%,7.06273078918457,5.0,0.016252757422626017,0.0,0.0,0.006983697414398193,0.015448433347046375,Safe
Jake Pavelka,10,3,Percent,21.0,10.3%,0.0%-100.0%,10.622150421142578,3.0,0.016252757422626017,0.0,0.0,0.006983697414398193,0.015448433347046375,Safe
Aiden Turner,10,4,Percent,16.5,8.9%,0.0%-13.3%,10.188496589660645,8.0,0.001209938883766881,1.7263790823562886e-06,0.0,1.811981201171875e-05,0.0017561812419444323,Eliminated (Place 9)
Niecy Nash,10,4,Percent,18.0,9.7%,0.0%-99.7%,10.527563095092773,7.0,0.001209938883766881,1.7263790823562886e-06,0.0,1.811981201171875e-05,0.0017561812419444323,Safe
Chad Ochocinco,10,4,Percent,22.0,11.9%,0.0%-99.7%,11.420564651489258,4.0,0.001209938883766881,1.7263790823562886e-06,0.0,1.811981201171875e-05,0.0017561812419444323,Safe
Evan Lysacek,10,4,Percent,26.0,14.0%,0.0%-99.7%,12.307339668273926,1.0,0.001209938883766881,1.7263790823562886e-06,0.0,1.811981201171875e-05,0.0017561812419444323,Safe
Pamela Anderson,10,4,Percent,23.5,12.7%,0.0%-99.7%,11.766098976135254,3.0,0.001209938883766881,1.7263790823562886e-06,0.0,1.811981201171875e-05,0.0017561812419444323,Safe
Nicole Scherzinger,10,4,Percent,25.0,13.5%,0.0%-99.7%,12.090203285217285,2.0,0.001209938883766881,1.7263790823562886e-06,0.0,1.811981201171875e-05,0.0017561812419444323,Safe
Erin Andrews,10,4,Percent,19.5,10.5%,0.0%-99.7%,10.862458229064941,5.0,0.001209938883766881,1.7263790823562886e-06,0.0,1.811981201171875e-05,0.0017561812419444323,Safe
Kate Gosselin,10,4,Percent,16.0,8.6%,0.3%-100.0%,10.086405754089355,9.0,0.001209938883766881,1.7263790823562886e-06,0.0,1.811981201171875e-05,0.0017561812419444323,Safe
Jake Pavelka,10,4,Percent,19.0,10.2%,0.0%-99.7%,10.750877380371094,6.0,0.001209938883766881,1.7263790823562886e-06,0.0,1.811981201171875e-05,0.0017561812419444323,Safe
Niecy Nash,10,5,Percent,18.0,10.4%,0.0%-100.0%,10.096535682678223,6.0,0.01151023618876934,0.0,0.0,0.0002015233039855957,0.018847854807972908,Safe
Chad Ochocinco,10,5,Percent,18.0,10.4%,0.0%-100.0%,10.096535682678223,6.0,0.01151023618876934,0.0,0.0,0.0002015233039855957,0.018847854807972908,Safe
Evan Lysacek,10,5,Percent,27.0,15.6%,0.0%-100.0%,16.0142879486084,2.0,0.01151023618876934,0.0,0.0,0.0002015233039855957,0.018847854807972908,Safe
Pamela Anderson,10,5,Percent,21.0,12.1%,0.0%-100.0%,12.238947868347168,5.0,0.01151023618876934,0.0,0.0,0.0002015233039855957,0.018847854807972908,Safe
Nicole Scherzinger,10,5,Percent,29.0,16.8%,0.0%-100.0%,17.294042587280273,1.0,0.01151023618876934,0.0,0.0,0.0002015233039855957,0.018847854807972908,Safe
Erin Andrews,10,5,Percent,22.0,12.7%,0.0%-100.0%,12.729933738708496,4.0,0.01151023618876934,0.0,0.0,0.0002015233039855957,0.018847854807972908,Safe
Kate Gosselin,10,5,Percent,15.0,8.7%,0.0%-16.3%,8.174078941345215,7.0,0.01151023618876934,0.0,0.0,0.0002015233039855957,0.018847854807972908,Eliminated (Place 8)
Jake Pavelka,10,5,Percent,23.0,13.3%,0.0%-100.0%,13.355633735656738,3.0,0.01151023618876934,0.0,0.0,0.0002015233039855957,0.018847854807972908,Safe
Niecy Nash,10,6,Percent,25.9998,12.4%,0.0%-100.0%,10.505759239196777,6.0,0.015542234480381011,0.0,0.0,0.0004107356071472168,0.025219164788722992,Safe
Chad Ochocinco,10,6,Percent,30.999899999999997,14.8%,0.0%-100.0%,15.58394718170166,3.0,0.015542234480381011,0.0,0.0,0.0004107356071472168,0.025219164788722992,Safe
Evan Lysacek,10,6,Percent,27.0,12.9%,0.0%-100.0%,11.44648265838623,5.0,0.015542234480381011,0.0,0.0,0.0004107356071472168,0.025219164788722992,Safe
Pamela Anderson,10,6,Percent,29.9998,14.4%,0.0%-100.0%,14.395170211791992,4.0,0.015542234480381011,0.0,0.0,0.0004107356071472168,0.025219164788722992,Safe
Nicole Scherzinger,10,6,Percent,35.9999,17.2%,0.0%-100.0%,20.449058532714844,1.0,0.015542234480381011,0.0,0.0,0.0004107356071472168,0.025219164788722992,Safe
Erin Andrews,10,6,Percent,34.0,16.3%,0.0%-100.0%,18.460704803466797,2.0,0.015542234480381011,0.0,0.0,0.0004107356071472168,0.025219164788722992,Safe
Jake Pavelka,10,6,Percent,24.999899999999997,12.0%,0.0%-16.6%,9.158880233764648,7.0,0.015542234480381011,0.0,0.0,0.0004107356071472168,0.025219164788722992,Eliminated (Place 7)
Niecy Nash,10,7,Percent,24.5,15.8%,0.6%-100.0%,14.946077346801758,5.0,0.010730050876736641,7.28472659830004e-05,0.0,0.003985285758972168,0.0015283063985407352,Safe
Chad Ochocinco,10,7,Percent,26.0,16.7%,0.0%-99.4%,16.62578010559082,2.0,0.010730050876736641,7.28472659830004e-05,0.0,0.003985285758972168,0.0015283063985407352,Safe
Evan Lysacek,10,7,Percent,27.0,17.4%,0.0%-99.4%,18.117101669311523,1.0,0.010730050876736641,7.28472659830004e-05,0.0,0.003985285758972168,0.0015283063985407352,Safe
Pamela Anderson,10,7,Percent,25.5,16.4%,0.0%-16.9%,16.20026969909668,3.0,0.010730050876736641,7.28472659830004e-05,0.0,0.003985285758972168,0.0015283063985407352,Eliminated (Place 6)
Nicole Scherzinger,10,7,Percent,27.0,17.4%,0.0%-99.4%,18.117101669311523,1.0,0.010730050876736641,7.28472659830004e-05,0.0,0.003985285758972168,0.0015283063985407352,Safe
Erin Andrews,10,7,Percent,25.5,16.4%,0.0%-99.4%,15.993663787841797,4.0,0.010730050876736641,7.28472659830004e-05,0.0,0.003985285758972168,0.0015283063985407352,Safe
Niecy Nash,10,8,Percent,21.5,17.0%,0.0%-23.0%,11.833069801330566,4.0,0.019372275471687316,0.0,0.0,0.0011411309242248535,0.03038524091243744,Eliminated (Place 5)
Chad Ochocinco,10,8,Percent,22.5,17.8%,0.0%-100.0%,14.116753578186035,3.0,0.019372275471687316,0.0,0.0,0.0011411309242248535,0.03038524091243744,Safe
Evan Lysacek,10,8,Percent,26.5,20.9%,0.0%-100.0%,22.83646583557129,2.0,0.019372275471687316,0.0,0.0,0.0011411309242248535,0.03038524091243744,Safe
Nicole Scherzinger,10,8,Percent,29.5,23.3%,0.0%-100.0%,28.377243041992188,1.0,0.019372275471687316,0.0,0.0,0.0011411309242248535,0.03038524091243744,Safe
Erin Andrews,10,8,Percent,26.5,20.9%,0.0%-100.0%,22.83646583557129,2.0,0.019372275471687316,0.0,0.0,0.0011411309242248535,0.03038524091243744,Safe
Chad Ochocinco,10,9,Percent,26.0,23.0%,0.0%-27.0%,18.812572479248047,3.0,0.00452258326113224,0.0,0.0,0.0,0.007537638768553734,Eliminated (Place 4)
Evan Lysacek,10,9,Percent,29.5,26.1%,0.0%-100.0%,28.436756134033203,1.0,0.00452258326113224,0.0,0.0,0.0,0.007537638768553734,Safe
Nicole Scherzinger,10,9,Percent,29.5,26.1%,0.0%-100.0%,28.436756134033203,1.0,0.00452258326113224,0.0,0.0,0.0,0.007537638768553734,Safe
Erin Andrews,10,9,Percent,28.0,24.8%,0.0%-100.0%,24.31390380859375,2.0,0.00452258326113224,0.0,0.0,0.0,0.007537638768553734,Safe
Evan Lysacek,10,10,Percent,26.8887,32.5%,0.0%-51.1%,32.33869934082031,3.0,0.00021780570968985558,0.0,0.0,0.0,0.0003630095161497593,Eliminated (Place 2)
Nicole Scherzinger,10,10,Percent,28.7777,34.8%,31.9%-100.0%,35.1565055847168,1.0,0.00021780570968985558,0.0,0.0,0.0,0.0003630095161497593,Safe
Erin Andrews,10,10,Percent,26.9998,32.7%,0.0%-51.1%,32.504798889160156,2.0,0.00021780570968985558,0.0,0.0,0.0,0.0003630095161497593,Eliminated (Place 3)
David Hasselhoff,11,1,Percent,15.0,6.6%,0.0%-10.1%,6.089237689971924,8.0,0.013268602639436721,0.0,0.0,0.0016736388206481934,0.01932493969798088,Eliminated (Place 12)
Florence Henderson,11,1,Percent,18.0,7.9%,0.0%-100.0%,7.8806681632995605,5.0,0.013268602639436721,0.0,0.0,0.0016736388206481934,0.01932493969798088,Safe
Kyle Massey,11,1,Percent,23.0,10.1%,0.0%-100.0%,10.637162208557129,2.0,0.013268602639436721,0.0,0.0,0.0016736388206481934,0.01932493969798088,Safe
Jennifer Grey,11,1,Percent,24.0,10.6%,0.0%-100.0%,11.116684913635254,1.0,0.013268602639436721,0.0,0.0,0.0016736388206481934,0.01932493969798088,Safe
Rick Fox,11,1,Percent,22.0,9.7%,0.0%-100.0%,10.420374870300293,3.0,0.013268602639436721,0.0,0.0,0.0016736388206481934,0.01932493969798088,Safe
Kurt Warner,11,1,Percent,19.0,8.4%,0.0%-100.0%,8.32316780090332,4.0,0.013268602639436721,0.0,0.0,0.0016736388206481934,0.01932493969798088,Safe
Margaret Cho,11,1,Percent,15.0,6.6%,0.0%-100.0%,6.089237689971924,8.0,0.013268602639436721,0.0,0.0,0.0016736388206481934,0.01932493969798088,Safe
Michael Bolton,11,1,Percent,16.0,7.0%,0.0%-100.0%,6.6471428871154785,7.0,0.013268602639436721,0.0,0.0,0.0016736388206481934,0.01932493969798088,Safe
Brandy,11,1,Percent,23.0,10.1%,0.0%-100.0%,10.637162208557129,2.0,0.013268602639436721,0.0,0.0,0.0016736388206481934,0.01932493969798088,Safe
The Situation,11,1,Percent,15.0,6.6%,0.0%-100.0%,6.089237689971924,8.0,0.013268602639436721,0.0,0.0,0.0016736388206481934,0.01932493969798088,Safe
Audrina Patridge,11,1,Percent,19.0,8.4%,0.0%-100.0%,8.32316780090332,4.0,0.013268602639436721,0.0,0.0,0.0016736388206481934,0.01932493969798088,Safe
Bristol Palin,11,1,Percent,18.0,7.9%,0.0%-100.0%,7.74675989151001,6.0,0.013268602639436721,0.0,0.0,0.0016736388206481934,0.01932493969798088,Safe
Florence Henderson,11,2,Percent,19.0,8.6%,0.0%-100.0%,8.737407684326172,6.0,0.003251744993031025,0.0,0.0,4.0531158447265625e-06,0.005412819795310497,Safe
Kyle Massey,11,2,Percent,22.0,10.0%,0.0%-100.0%,9.72160816192627,4.0,0.003251744993031025,0.0,0.0,4.0531158447265625e-06,0.005412819795310497,Safe
Jennifer Grey,11,2,Percent,24.0,10.9%,0.0%-100.0%,10.377910614013672,1.0,0.003251744993031025,0.0,0.0,4.0531158447265625e-06,0.005412819795310497,Safe
Rick Fox,11,2,Percent,21.0,9.5%,0.0%-100.0%,9.390046119689941,5.0,0.003251744993031025,0.0,0.0,4.0531158447265625e-06,0.005412819795310497,Safe
Kurt Warner,11,2,Percent,21.0,9.5%,0.0%-100.0%,9.390046119689941,5.0,0.003251744993031025,0.0,0.0,4.0531158447265625e-06,0.005412819795310497,Safe
Margaret Cho,11,2,Percent,18.0,8.1%,0.0%-100.0%,8.400737762451172,8.0,0.003251744993031025,0.0,0.0,4.0531158447265625e-06,0.005412819795310497,Safe
Michael Bolton,11,2,Percent,12.0,5.4%,0.0%-12.8%,6.422338485717773,9.0,0.003251744993031025,0.0,0.0,4.0531158447265625e-06,0.005412819795310497,Eliminated (Place 11)
Brandy,11,2,Percent,21.0,9.5%,0.0%-100.0%,9.390046119689941,5.0,0.003251744993031025,0.0,0.0,4.0531158447265625e-06,0.005412819795310497,Safe
The Situation,11,2,Percent,18.0,8.1%,0.0%-100.0%,8.404379844665527,7.0,0.003251744993031025,0.0,0.0,4.0531158447265625e-06,0.005412819795310497,Safe
Audrina Patridge,11,2,Percent,23.0,10.4%,0.0%-100.0%,10.043231010437012,2.0,0.003251744993031025,0.0,0.0,4.0531158447265625e-06,0.005412819795310497,Safe
Bristol Palin,11,2,Percent,22.0,10.0%,0.0%-100.0%,9.722247123718262,3.0,0.003251744993031025,0.0,0.0,4.0531158447265625e-06,0.005412819795310497,Safe
Florence Henderson,11,3,Percent,20.0,9.0%,0.0%-100.0%,8.116512298583984,4.0,0.012017128616571426,0.0,0.0,0.00010097026824951172,0.019860263913869858,Safe
Kyle Massey,11,3,Percent,23.0,10.4%,0.0%-100.0%,10.806809425354004,3.0,0.012017128616571426,0.0,0.0,0.00010097026824951172,0.019860263913869858,Safe
Jennifer Grey,11,3,Percent,24.0,10.9%,0.0%-100.0%,11.697139739990234,2.0,0.012017128616571426,0.0,0.0,0.00010097026824951172,0.019860263913869858,Safe
Rick Fox,11,3,Percent,24.0,10.9%,0.0%-100.0%,11.697139739990234,2.0,0.012017128616571426,0.0,0.0,0.00010097026824951172,0.019860263913869858,Safe
Kurt Warner,11,3,Percent,23.0,10.4%,0.0%-100.0%,10.806809425354004,3.0,0.012017128616571426,0.0,0.0,0.00010097026824951172,0.019860263913869858,Safe
Margaret Cho,11,3,Percent,18.0,8.1%,0.0%-11.9%,6.266799449920654,6.0,0.012017128616571426,0.0,0.0,0.00010097026824951172,0.019860263913869858,Eliminated (Place 10)
Brandy,11,3,Percent,24.0,10.9%,0.0%-100.0%,11.697139739990234,2.0,0.012017128616571426,0.0,0.0,0.00010097026824951172,0.019860263913869858,Safe
The Situation,11,3,Percent,20.0,9.0%,0.0%-100.0%,8.116512298583984,4.0,0.012017128616571426,0.0,0.0,0.00010097026824951172,0.019860263913869858,Safe
Audrina Patridge,11,3,Percent,26.0,11.8%,0.0%-100.0%,13.49174976348877,1.0,0.012017128616571426,0.0,0.0,0.00010097026824951172,0.019860263913869858,Safe
Bristol Palin,11,3,Percent,19.0,8.6%,0.0%-100.0%,7.3033905029296875,5.0,0.012017128616571426,0.0,0.0,0.00010097026824951172,0.019860263913869858,Safe
Florence Henderson,11,4,Percent,17.5,9.8%,0.0%-100.0%,9.691390037536621,6.0,0.012585852295160294,0.0,0.0,0.0008261203765869141,0.0195995531976223,Safe
Kyle Massey,11,4,Percent,20.0,11.2%,0.0%-100.0%,11.3713960647583,4.0,0.012585852295160294,0.0,0.0,0.0008261203765869141,0.0195995531976223,Safe
Jennifer Grey,11,4,Percent,28.0,15.6%,0.0%-100.0%,16.19445037841797,1.0,0.012585852295160294,0.0,0.0,0.0008261203765869141,0.0195995531976223,Safe
Rick Fox,11,4,Percent,19.5,10.9%,0.0%-100.0%,10.776810646057129,5.0,0.012585852295160294,0.0,0.0,0.0008261203765869141,0.0195995531976223,Safe
Kurt Warner,11,4,Percent,17.0,9.5%,0.0%-100.0%,9.260043144226074,7.0,0.012585852295160294,0.0,0.0,0.0008261203765869141,0.0195995531976223,Safe
Brandy,11,4,Percent,24.0,13.4%,0.0%-100.0%,13.651588439941406,2.0,0.012585852295160294,0.0,0.0,0.0008261203765869141,0.0195995531976223,Safe
The Situation,11,4,Percent,14.0,7.8%,0.0%-14.4%,7.534760475158691,9.0,0.012585852295160294,0.0,0.0,0.0008261203765869141,0.0195995531976223,Eliminated (Place 9)
Audrina Patridge,11,4,Percent,23.0,12.8%,0.0%-100.0%,13.029913902282715,3.0,0.012585852295160294,0.0,0.0,0.0008261203765869141,0.0195995531976223,Safe
Bristol Palin,11,4,Percent,16.0,8.9%,0.0%-100.0%,8.489643096923828,8.0,0.012585852295160294,0.0,0.0,0.0008261203765869141,0.0195995531976223,Safe
Florence Henderson,11,5,Percent,21.0,11.5%,0.0%-13.5%,8.718274116516113,5.0,0.06928397361189127,0.00026247400091961026,0.0,0.022601604461669922,0.04280741512775421,Eliminated (Place 8)
Kyle Massey,11,5,Percent,20.0,11.0%,0.5%-98.4%,8.141468048095703,6.0,0.06928397361189127,0.00026247400091961026,0.0,0.022601604461669922,0.04280741512775421,Safe
Jennifer Grey,11,5,Percent,25.0,13.7%,0.0%-97.8%,15.181343078613281,3.0,0.06928397361189127,0.00026247400091961026,0.0,0.022601604461669922,0.04280741512775421,Safe
Rick Fox,11,5,Percent,24.0,13.2%,0.0%-97.8%,15.410904884338379,2.0,0.06928397361189127,0.00026247400091961026,0.0,0.022601604461669922,0.04280741512775421,Safe
Kurt Warner,11,5,Percent,24.0,13.2%,0.0%-97.8%,15.410904884338379,2.0,0.06928397361189127,0.00026247400091961026,0.0,0.022601604461669922,0.04280741512775421,Safe
Brandy,11,5,Percent,27.0,14.8%,0.0%-97.8%,19.261417388916016,1.0,0.06928397361189127,0.00026247400091961026,0.0,0.022601604461669922,0.04280741512775421,Safe
Audrina Patridge,11,5,Percent,23.0,12.6%,0.0%-97.8%,11.644854545593262,4.0,0.06928397361189127,0.00026247400091961026,0.0,0.022601604461669922,0.04280741512775421,Safe
Bristol Palin,11,5,Percent,18.0,9.9%,1.6%-99.5%,6.230839252471924,7.0,0.06928397361189127,0.00026247400091961026,0.0,0.022601604461669922,0.04280741512775421,Safe
Kyle Massey,11,6,Percent,29.999899999999997,14.5%,1.0%-90.8%,14.952428817749023,2.0,0.19387073032557964,0.0016272045904770494,0.0,0.05491060018539429,0.014639604836702347,Safe
Jennifer Grey,11,6,Percent,29.0,14.0%,1.4%-91.3%,13.859417915344238,5.0,0.19387073032557964,0.0016272045904770494,0.0,0.05491060018539429,0.014639604836702347,Safe
Rick Fox,11,6,Percent,30.0,14.5%,1.0%-90.8%,14.509413719177246,3.0,0.19387073032557964,0.0016272045904770494,0.0,0.05491060018539429,0.014639604836702347,Safe
Kurt Warner,11,6,Percent,21.9999,10.6%,4.8%-94.7%,9.204364776611328,7.0,0.19387073032557964,0.0016272045904770494,0.0,0.05491060018539429,0.014639604836702347,Safe
Brandy,11,6,Percent,35.9999,17.4%,0.0%-89.9%,20.13038444519043,1.0,0.19387073032557964,0.0016272045904770494,0.0,0.05491060018539429,0.014639604836702347,Safe
Audrina Patridge,11,6,Percent,31.9998,15.5%,0.0%-13.1%,13.863383293151855,4.0,0.19387073032557964,0.0016272045904770494,0.0,0.05491060018539429,0.014639604836702347,Eliminated (Place 7)
Bristol Palin,11,6,Percent,27.9998,13.5%,1.9%-91.8%,13.480609893798828,6.0,0.19387073032557964,0.0016272045904770494,0.0,0.05491060018539429,0.014639604836702347,Safe
Kyle Massey,11,7,Percent,33.5,16.1%,0.5%-99.0%,5.963177680969238,5.0,0.16912637902423738,0.00012851016072090715,4.0995306335389614e-05,0.07225435972213745,0.144182026386261,Safe
Jennifer Grey,11,7,Percent,36.5,17.5%,0.0%-98.6%,30.7794189453125,1.0,0.16912637902423738,0.00012851016072090715,4.0995306335389614e-05,0.07225435972213745,0.144182026386261,Safe
Rick Fox,11,7,Percent,34.5,16.5%,0.0%-16.8%,7.218216896057129,3.0,0.16912637902423738,0.00012851016072090715,4.0995306335389614e-05,0.07225435972213745,0.144182026386261,Eliminated (Place 6)
Kurt Warner,11,7,Percent,35.0,16.8%,0.0%-98.6%,18.930683135986328,2.0,0.16912637902423738,0.00012851016072090715,4.0995306335389614e-05,0.07225435972213745,0.144182026386261,Safe
Brandy,11,7,Percent,36.5,17.5%,0.0%-98.6%,30.7794189453125,1.0,0.16912637902423738,0.00012851016072090715,4.0995306335389614e-05,0.07225435972213745,0.144182026386261,Safe
Bristol Palin,11,7,Percent,32.5,15.6%,1.0%-99.5%,6.3290791511535645,4.0,0.16912637902423738,0.00012851016072090715,4.0995306335389614e-05,0.07225435972213745,0.144182026386261,Safe
Kyle Massey,11,8,Percent,28.0,21.1%,0.0%-99.6%,20.782543182373047,2.0,0.001403953498811461,9.118351044890005e-06,0.0,4.208087921142578e-05,0.0010540075600147247,Safe
Jennifer Grey,11,8,Percent,28.5,21.5%,0.0%-99.6%,21.031518936157227,1.0,0.001403953498811461,9.118351044890005e-06,0.0,4.208087921142578e-05,0.0010540075600147247,Safe
Kurt Warner,11,8,Percent,24.0,18.1%,0.0%-21.9%,18.690494537353516,3.0,0.001403953498811461,9.118351044890005e-06,0.0,4.208087921142578e-05,0.0010540075600147247,Eliminated (Place 5)
Brandy,11,8,Percent,28.5,21.5%,0.0%-99.6%,21.031518936157227,1.0,0.001403953498811461,9.118351044890005e-06,0.0,4.208087921142578e-05,0.0010540075600147247,Safe
Bristol Palin,11,8,Percent,23.5,17.7%,0.4%-100.0%,18.46392059326172,4.0,0.001403953498811461,9.118351044890005e-06,0.0,4.208087921142578e-05,0.0010540075600147247,Safe
Kyle Massey,11,9,Percent,29.0,25.4%,0.0%-98.2%,29.08492088317871,2.0,0.1793728582561016,0.00047799572348594666,0.0,0.12294763326644897,0.030309278517961502,Safe
Jennifer Grey,11,9,Percent,30.0,26.3%,0.0%-98.2%,36.513954162597656,1.0,0.1793728582561016,0.00047799572348594666,0.0,0.12294763326644897,0.030309278517961502,Safe
Brandy,11,9,Percent,28.5,25.0%,0.0%-25.0%,18.21677017211914,3.0,0.1793728582561016,0.00047799572348594666,0.0,0.12294763326644897,0.030309278517961502,Eliminated (Place 4)
Bristol Palin,11,9,Percent,26.5,23.2%,1.8%-100.0%,16.18435287475586,4.0,0.1793728582561016,0.00047799572348594666,0.0,0.12294763326644897,0.030309278517961502,Safe
Kyle Massey,11,10,Percent,27.333199999999998,32.9%,0.0%-51.6%,32.99892807006836,2.0,0.0004220377653837204,0.0,0.0,0.0,0.000703396275639534,Eliminated (Place 2)
Jennifer Grey,11,10,Percent,30.0,36.1%,30.5%-100.0%,35.671268463134766,1.0,0.0004220377653837204,0.0,0.0,0.0,0.000703396275639534,Safe
Bristol Palin,11,10,Percent,25.6666,30.9%,0.0%-52.6%,31.329801559448242,3.0,0.0004220377653837204,0.0,0.0,0.0,0.000703396275639534,Eliminated (Place 3)
Ralph Macchio,12,1,Percent,24.0,11.6%,0.0%-100.0%,10.000860214233398,1.0,0.0009219814091920853,0.0,0.0,7.68899917602539e-06,0.0015238206833600998,Safe
Chelsea Kane,12,1,Percent,21.0,10.1%,0.0%-100.0%,9.474156379699707,3.0,0.0009219814091920853,0.0,0.0,7.68899917602539e-06,0.0015238206833600998,Safe
Kirstie Alley,12,1,Percent,23.0,11.1%,0.0%-100.0%,9.825608253479004,2.0,0.0009219814091920853,0.0,0.0,7.68899917602539e-06,0.0015238206833600998,Safe
