CelebrityName,Season,Week,RuleType,Possible_Audience_Vote_Range,Uncertainty_Range_Min,Uncertainty_Range_Max,Uncertainty_Range_Width,Uncertainty_Index
Stephen Nedoroscik,33,2,Rank,4-10,4,10,6,0.5
Ilona Maher,33,2,Rank,4-10,4,10,6,0.5
Anna Delvey,33,2,Rank,9-12,9,12,3,0.25
Brooks Nader,33,2,Rank,3-9,3,9,6,0.5
Phaedra Parks,33,2,Rank,4-10,4,10,6,0.5
Jenn Tran,33,2,Rank,3-8,3,8,5,0.416667
Joey Graziadei,33,2,Rank,4-10,4,10,6,0.5
Eric Roberts,33,3,Rank,7-10,7,10,3,0.3
Reginald VelJohnson,33,3,Rank,6-9,6,9,3,0.3
Chandler Kinney,33,3,Rank,3-9,3,9,6,0.6
Dwight Howard ,33,3,Rank,2-6,2,6,4,0.4
Danny Amendola,33,3,Rank,3-8,3,8,5,0.5
Stephen Nedoroscik,33,3,Rank,3-9,3,9,6,0.6
Ilona Maher,33,3,Rank,3-8,3,8,5,0.5
Brooks Nader,33,3,Rank,3-9,3,9,6,0.6
Phaedra Parks,33,3,Rank,3-8,3,8,5,0.5
Jenn Tran,33,3,Rank,3-9,3,9,6,0.6
Joey Graziadei,33,3,Rank,3-9,3,9,6,0.6
Chandler Kinney,33,4,Rank,3-7,3,7,4,0.5
Dwight Howard ,33,4,Rank,1-3,1,3,2,0.25
Danny Amendola,33,4,Rank,3-7,3,7,4,0.5
Stephen Nedoroscik,33,4,Rank,3-7,3,7,4,0.5
Ilona Maher,33,4,Rank,3-6,3,6,3,0.375
Brooks Nader,33,4,Rank,9-9,9,9,0,0
Phaedra Parks,33,4,Rank,3-6,3,6,3,0.375
Jenn Tran,33,4,Rank,3-7,3,7,4,0.5
Joey Graziadei,33,4,Rank,3-7,3,7,4,0.5
Chandler Kinney,33,5,Rank,2-7,2,7,5,0.714286
Dwight Howard ,33,5,Rank,2-5,2,5,3,0.428571
Danny Amendola,33,5,Rank,2-6,2,6,4,0.571429
Stephen Nedoroscik,33,5,Rank,2-5,2,5,3,0.428571
Ilona Maher,33,5,Rank,2-7,2,7,5,0.714286
Phaedra Parks,33,5,Rank,6-8,6,8,2,0.285714
Jenn Tran,33,5,Rank,2-6,2,6,4,0.571429
Joey Graziadei,33,5,Rank,2-7,2,7,5,0.714286
Chandler Kinney,33,6,Rank,4-6,4,6,2,0.333333
Dwight Howard ,33,6,Rank,4-6,4,6,2,0.333333
Danny Amendola,33,6,Rank,2-4,2,4,2,0.333333
Stephen Nedoroscik,33,6,Rank,2-4,2,4,2,0.333333
Ilona Maher,33,6,Rank,1-2,1,2,1,0.166667
Jenn Tran,33,6,Rank,7-7,7,7,0,0
Joey Graziadei,33,6,Rank,4-6,4,6,2,0.333333
Chandler Kinney,33,7,Rank,2-5,2,5,3,0.6
Dwight Howard ,33,7,Rank,4-6,4,6,2,0.4
Danny Amendola,33,7,Rank,2-4,2,4,2,0.4
Stephen Nedoroscik,33,7,Rank,2-5,2,5,3,0.6
Ilona Maher,33,7,Rank,1-4,1,4,3,0.6
Joey Graziadei,33,7,Rank,2-5,2,5,3,0.6
Chandler Kinney,33,8,Rank,2-4,2,4,2,0.5
Danny Amendola,33,8,Rank,2-4,2,4,2,0.5
Stephen Nedoroscik,33,8,Rank,2-4,2,4,2,0.5
Ilona Maher,33,8,Rank,2-4,2,4,2,0.5
Joey Graziadei,33,8,Rank,2-4,2,4,2,0.5
Chandler Kinney,33,9,Rank,2-4,2,4,2,0.5
Danny Amendola,33,9,Rank,2-4,2,4,2,0.5
Stephen Nedoroscik,33,9,Rank,2-4,2,4,2,0.5
Ilona Maher,33,9,Rank,2-4,2,4,2,0.5
Joey Graziadei,33,9,Rank,2-4,2,4,2,0.5
Corey Feldman,34,1,Rank,4-11,4,11,7,0.538462
Danielle Fishel,34,1,Rank,4-11,4,11,7,0.538462
Elaine Hendrix,34,1,Rank,4-11,4,11,7,0.538462
Baron Davis,34,1,Rank,4-11,4,11,7,0.538462
Jordan Chiles,34,1,Rank,4-11,4,11,7,0.538462
Andy Richter,34,1,Rank,4-11,4,11,7,0.538462
Robert Irwin,34,1,Rank,4-11,4,11,7,0.538462
Hilaria Baldwin,34,1,Rank,4-11,4,11,7,0.538462
Lauren Jauregui,34,1,Rank,4-11,4,11,7,0.538462
Scott Hoying,34,1,Rank,4-11,4,11,7,0.538462
Alix Earle,34,1,Rank,4-11,4,11,7,0.538462
Jen Affleck,34,1,Rank,4-11,4,11,7,0.538462
Whitney Leavitt,34,1,Rank,4-11,4,11,7,0.538462
Dylan Efron,34,1,Rank,4-11,4,11,7,0.538462
Corey Feldman,34,2,Rank,9-12,9,12,3,0.230769
Danielle Fishel,34,2,Rank,3-9,3,9,6,0.461538
Elaine Hendrix,34,2,Rank,4-11,4,11,7,0.538462
Baron Davis,34,2,Rank,11-14,11,14,3,0.230769
Jordan Chiles,34,2,Rank,4-11,4,11,7,0.538462
Andy Richter,34,2,Rank,2-7,2,7,5,0.384615
Robert Irwin,34,2,Rank,4-11,4,11,7,0.538462
Hilaria Baldwin,34,2,Rank,4-11,4,11,7,0.538462
Lauren Jauregui,34,2,Rank,4-11,4,11,7,0.538462
Scott Hoying,34,2,Rank,3-8,3,8,5,0.384615
Alix Earle,34,2,Rank,4-11,4,11,7,0.538462
Jen Affleck,34,2,Rank,4-11,4,11,7,0.538462
Whitney Leavitt,34,2,Rank,4-11,4,11,7,0.538462
Dylan Efron,34,2,Rank,3-10,3,10,7,0.538462
Danielle Fishel,34,3,Rank,3-9,3,9,6,0.545455
Elaine Hendrix,34,3,Rank,3-9,3,9,6,0.545455
Jordan Chiles,34,3,Rank,3-10,3,10,7,0.636364
Andy Richter,34,3,Rank,3-7,3,7,4,0.363636
Robert Irwin,34,3,Rank,3-10,3,10,7,0.636364
Hilaria Baldwin,34,3,Rank,3-10,3,10,7,0.636364
Lauren Jauregui,34,3,Rank,9-12,9,12,3,0.272727
Scott Hoying,34,3,Rank,3-9,3,9,6,0.545455
Alix Earle,34,3,Rank,3-10,3,10,7,0.636364
Jen Affleck,34,3,Rank,3-8,3,8,5,0.454545
Whitney Leavitt,34,3,Rank,3-10,3,10,7,0.636364
Dylan Efron,34,3,Rank,3-9,3,9,6,0.545455
Danielle Fishel,34,4,Rank,2-5,2,5,3,0.3
Elaine Hendrix,34,4,Rank,5-9,5,9,4,0.4
Jordan Chiles,34,4,Rank,5-9,5,9,4,0.4
Andy Richter,34,4,Rank,1-3,1,3,2,0.2
Robert Irwin,34,4,Rank,3-6,3,6,3,0.3
Hilaria Baldwin,34,4,Rank,11-11,11,11,0,0
Scott Hoying,34,4,Rank,2-5,2,5,3,0.3
Alix Earle,34,4,Rank,5-9,5,9,4,0.4
Jen Affleck,34,4,Rank,5-9,5,9,4,0.4
Whitney Leavitt,34,4,Rank,5-9,5,9,4,0.4
Dylan Efron,34,4,Rank,5-9,5,9,4,0.4
Danielle Fishel,34,5,Rank,3-7,3,7,4,0.444444
Elaine Hendrix,34,5,Rank,3-9,3,9,6,0.666667
Jordan Chiles,34,5,Rank,3-9,3,9,6,0.666667
Andy Richter,34,5,Rank,2-6,2,6,4,0.444444
Robert Irwin,34,5,Rank,3-8,3,8,5,0.555556
Scott Hoying,34,5,Rank,3-7,3,7,4,0.444444
Alix Earle,34,5,Rank,3-9,3,9,6,0.666667
Jen Affleck,34,5,Rank,3-8,3,8,5,0.555556
Whitney Leavitt,34,5,Rank,3-9,3,9,6,0.666667
Dylan Efron,34,5,Rank,3-9,3,9,6,0.666667
Danielle Fishel,34,6,Rank,3-8,3,8,5,0.555556
Elaine Hendrix,34,6,Rank,3-8,3,8,5,0.555556
Jordan Chiles,34,6,Rank,3-8,3,8,5,0.555556
Andy Richter,34,6,Rank,2-5,2,5,3,0.333333
Robert Irwin,34,6,Rank,3-8,3,8,5,0.555556
Scott Hoying,34,6,Rank,7-10,7,10,3,0.333333
Alix Earle,34,6,Rank,3-8,3,8,5,0.555556
Jen Affleck,34,6,Rank,3-7,3,7,4,0.444444
Whitney Leavitt,34,6,Rank,3-8,3,8,5,0.555556
Dylan Efron,34,6,Rank,3-7,3,7,4,0.444444
Danielle Fishel,34,7,Rank,3-7,3,7,4,0.5
Elaine Hendrix,34,7,Rank,2-5,2,5,3,0.375
Jordan Chiles,34,7,Rank,3-7,3,7,4,0.5
Andy Richter,34,7,Rank,2-4,2,4,2,0.25
Robert Irwin,34,7,Rank,3-7,3,7,4,0.5
Alix Earle,34,7,Rank,3-7,3,7,4,0.5
Jen Affleck,34,7,Rank,7-9,7,9,2,0.25
Whitney Leavitt,34,7,Rank,3-7,3,7,4,0.5
Dylan Efron,34,7,Rank,3-7,3,7,4,0.5
Danielle Fishel,34,8,Rank,6-8,6,8,2,0.285714
Elaine Hendrix,34,8,Rank,2-5,2,5,3,0.428571
Jordan Chiles,34,8,Rank,3-7,3,7,4,0.571429
Andy Richter,34,8,Rank,2-4,2,4,2,0.285714
Robert Irwin,34,8,Rank,3-6,3,6,3,0.428571
Alix Earle,34,8,Rank,3-7,3,7,4,0.571429
Whitney Leavitt,34,8,Rank,3-7,3,7,4,0.571429
Dylan Efron,34,8,Rank,2-6,2,6,4,0.571429
Elaine Hendrix,34,9,Rank,2-4,2,4,2,0.333333
Jordan Chiles,34,9,Rank,2-5,2,5,3,0.5
Andy Richter,34,9,Rank,4-6,4,6,2,0.333333
Robert Irwin,34,9,Rank,2-6,2,6,4,0.666667
Alix Earle,34,9,Rank,2-6,2,6,4,0.666667
Whitney Leavitt,34,9,Rank,2-6,2,6,4,0.666667
Dylan Efron,34,9,Rank,2-6,2,6,4,0.666667
Elaine Hendrix,34,10,Rank,2-3,2,3,1,0.2
Jordan Chiles,34,10,Rank,2-3,2,3,1,0.2
Robert Irwin,34,10,Rank,4-5,4,5,1,0.2
Alix Earle,34,10,Rank,4-5,4,5,1,0.2
Whitney Leavitt,34,10,Rank,6-6,6,6,0,0
Dylan Efron,34,10,Rank,1-1,1,1,0,0
Elaine Hendrix,34,11,Rank,2-4,2,4,2,0.5
Jordan Chiles,34,11,Rank,2-4,2,4,2,0.5
Robert Irwin,34,11,Rank,2-5,2,5,3,0.75
Alix Earle,34,11,Rank,2-5,2,5,3,0.75
Dylan Efron,34,11,Rank,1-3,1,3,2,0.5
Gary Busey,21,1,Percent,4.4%-4.5%,4.4,4.5,0.1,0.001
Alexa PenaVega,21,1,Percent,6.2%-6.3%,6.2,6.3,0.1,0.001
Carlos PenaVega,21,1,Percent,8.4%-8.4%,8.4,8.4,0,0
Victor Espinoza,21,1,Percent,1.6%-1.7%,1.6,1.7,0.1,0.001
Alek Skarlatos,21,1,Percent,7.5%-7.6%,7.5,7.6,0.1,0.001
Chaka Khan,21,1,Percent,3.6%-3.7%,3.6,3.7,0.1,0.001
Andy Grammer,21,1,Percent,6.0%-6.1%,6,6.1,0.1,0.001
Tamar Braxton,21,1,Percent,13.6%-13.8%,13.6,13.8,0.2,0.002
Nick Carter,21,1,Percent,12.1%-12.2%,12.1,12.2,0.1,0.001
Hayes Grier,21,1,Percent,9.3%-9.4%,9.3,9.4,0.1,0.001
Bindi Irwin,21,1,Percent,19.3%-19.5%,19.3,19.5,0.2,0.002
Kim Zolciak-Biermann,21,1,Percent,0.2%-0.2%,0.2,0.2,0,0
Paula Deen,21,1,Percent,7.2%-7.3%,7.2,7.3,0.1,0.001
Gary Busey,21,2,Percent,3.4%-3.5%,3.4,3.5,0.1,0.001
Alexa PenaVega,21,2,Percent,7.3%-7.4%,7.3,7.4,0.1,0.001
Carlos PenaVega,21,2,Percent,6.2%-7.1%,6.2,7.1,0.9,0.009
Victor Espinoza,21,2,Percent,1.4%-1.6%,1.4,1.6,0.2,0.002
Alek Skarlatos,21,2,Percent,6.2%-7.1%,6.2,7.1,0.9,0.009
Chaka Khan,21,2,Percent,2.4%-2.5%,2.4,2.5,0.1,0.001
Andy Grammer,21,2,Percent,5.6%-5.8%,5.6,5.8,0.2,0.002
Tamar Braxton,21,2,Percent,15.0%-15.1%,15,15.1,0.1,0.001
Nick Carter,21,2,Percent,11.5%-11.8%,11.5,11.8,0.3,0.003
Hayes Grier,21,2,Percent,9.5%-10.1%,9.5,10.1,0.6,0.006
Bindi Irwin,21,2,Percent,20.5%-21.1%,20.5,21.1,0.6,0.006
Kim Zolciak-Biermann,21,2,Percent,0.5%-0.7%,0.5,0.7,0.2,0.002
Paula Deen,21,2,Percent,8.5%-8.7%,8.5,8.7,0.2,0.002
Gary Busey,21,3,Percent,2.9%-2.9%,2.9,2.9,0,0
Alexa PenaVega,21,3,Percent,10.5%-10.5%,10.5,10.5,0,0
Carlos PenaVega,21,3,Percent,5.8%-5.8%,5.8,5.8,0,0
Alek Skarlatos,21,3,Percent,8.7%-8.7%,8.7,8.7,0,0
Andy Grammer,21,3,Percent,4.5%-4.5%,4.5,4.5,0,0
Tamar Braxton,21,3,Percent,17.5%-17.5%,17.5,17.5,0,0
Nick Carter,21,3,Percent,15.6%-15.6%,15.6,15.6,0,0
Hayes Grier,21,3,Percent,7.7%-7.7%,7.7,7.7,0,0
Bindi Irwin,21,3,Percent,25.2%-25.2%,25.2,25.2,0,0
Paula Deen,21,3,Percent,1.7%-1.7%,1.7,1.7,0,0
Gary Busey,21,4,Percent,1.3%-1.4%,1.3,1.4,0.1,0.001
Alexa PenaVega,21,4,Percent,2.7%-2.8%,2.7,2.8,0.1,0.001
Carlos PenaVega,21,4,Percent,8.6%-8.6%,8.6,8.6,0,0
Alek Skarlatos,21,4,Percent,6.2%-6.2%,6.2,6.2,0,0
Andy Grammer,21,4,Percent,5.2%-5.2%,5.2,5.2,0,0
Tamar Braxton,21,4,Percent,17.2%-17.2%,17.2,17.2,0,0
Nick Carter,21,4,Percent,14.3%-14.3%,14.3,14.3,0,0
Hayes Grier,21,4,Percent,11.7%-11.7%,11.7,11.7,0,0
Bindi Irwin,21,4,Percent,25.1%-25.2%,25.1,25.2,0.1,0.001
Paula Deen,21,4,Percent,7.5%-7.6%,7.5,7.6,0.1,0.001
Alexa PenaVega,21,5,Percent,13.0%-13.1%,13,13.1,0.1,0.001
Carlos PenaVega,21,5,Percent,10.2%-10.3%,10.2,10.3,0.1,0.001
Alek Skarlatos,21,5,Percent,1.0%-1.1%,1,1.1,0.1,0.001
Andy Grammer,21,5,Percent,8.2%-8.3%,8.2,8.3,0.1,0.001
Tamar Braxton,21,5,Percent,11.7%-11.8%,11.7,11.8,0.1,0.001
Nick Carter,21,5,Percent,15.7%-16.0%,15.7,16,0.3,0.003
Hayes Grier,21,5,Percent,4.1%-4.2%,4.1,4.2,0.1,0.001
Bindi Irwin,21,5,Percent,29.5%-30.1%,29.5,30.1,0.6,0.006
Paula Deen,21,5,Percent,5.8%-5.9%,5.8,5.9,0.1,0.001
Alexa PenaVega,21,6,Percent,2.0%-2.1%,2,2.1,0.1,0.001
Carlos PenaVega,21,6,Percent,9.4%-9.5%,9.4,9.5,0.1,0.001
Alek Skarlatos,21,6,Percent,3.5%-3.5%,3.5,3.5,0,0
Andy Grammer,21,6,Percent,11.8%-11.8%,11.8,11.8,0,0
Tamar Braxton,21,6,Percent,18.7%-18.7%,18.7,18.7,0,0
Nick Carter,21,6,Percent,15.1%-15.2%,15.1,15.2,0.1,0.001
Hayes Grier,21,6,Percent,7.6%-7.6%,7.6,7.6,0,0
Bindi Irwin,21,6,Percent,26.3%-26.3%,26.3,26.3,0,0
Paula Deen,21,6,Percent,5.5%-5.5%,5.5,5.5,0,0
Alexa PenaVega,21,7,Percent,6.1%-7.8%,6.1,7.8,1.7,0.017
Carlos PenaVega,21,7,Percent,8.8%-13.0%,8.8,13,4.2,0.042
Alek Skarlatos,21,7,Percent,3.4%-5.5%,3.4,5.5,2.1,0.021
Andy Grammer,21,7,Percent,11.7%-12.6%,11.7,12.6,0.9,0.009
Tamar Braxton,21,7,Percent,14.9%-16.3%,14.9,16.3,1.4,0.014
Nick Carter,21,7,Percent,8.7%-10.1%,8.7,10.1,1.4,0.014
Hayes Grier,21,7,Percent,10.2%-11.0%,10.2,11,0.8,0.008
Bindi Irwin,21,7,Percent,28.4%-33.4%,28.4,33.4,5,0.05
Alexa PenaVega,21,8,Percent,8.5%-8.6%,8.5,8.6,0.1,0.001
Carlos PenaVega,21,8,Percent,12.5%-12.5%,12.5,12.5,0,0
Alek Skarlatos,21,8,Percent,5.7%-5.7%,5.7,5.7,0,0
Andy Grammer,21,8,Percent,3.3%-3.3%,3.3,3.3,0,0
Tamar Braxton,21,8,Percent,18.4%-18.4%,18.4,18.4,0,0
Nick Carter,21,8,Percent,23.6%-23.6%,23.6,23.6,0,0
Bindi Irwin,21,8,Percent,27.9%-28.0%,27.9,28,0.1,0.001
Alexa PenaVega,21,9,Percent,14.7%-14.7%,14.7,14.7,0,0
Carlos PenaVega,21,9,Percent,11.9%-11.9%,11.9,11.9,0,0
Alek Skarlatos,21,9,Percent,9.5%-9.6%,9.5,9.6,0.1,0.001
Tamar Braxton,21,9,Percent,13.8%-13.8%,13.8,13.8,0,0
Nick Carter,21,9,Percent,18.8%-18.9%,18.8,18.9,0.1,0.001
Bindi Irwin,21,9,Percent,31.2%-31.2%,31.2,31.2,0,0
Carlos PenaVega,21,10,Percent,24.8%-24.8%,24.8,24.8,0,0
Alek Skarlatos,21,10,Percent,10.7%-10.7%,10.7,10.7,0,0
Nick Carter,21,10,Percent,16.7%-16.7%,16.7,16.7,0,0
Bindi Irwin,21,10,Percent,47.7%-47.9%,47.7,47.9,0.2,0.002
Carlos PenaVega,21,11,Percent,21.3%-21.3%,21.3,21.3,0,0
Alek Skarlatos,21,11,Percent,10.0%-10.1%,10,10.1,0.1,0.001
Nick Carter,21,11,Percent,28.6%-28.6%,28.6,28.6,0,0
Bindi Irwin,21,11,Percent,40.0%-40.1%,40,40.1,0.1,0.001
Mischa Barton,22,1,Percent,3.5%-3.5%,3.5,3.5,0,0
Kim Fields,22,1,Percent,5.5%-5.5%,5.5,5.5,0,0
Jodie Sweetin,22,1,Percent,8.8%-8.8%,8.8,8.8,0,0
Doug Flutie,22,1,Percent,1.7%-1.7%,1.7,1.7,0,0
Von Miller,22,1,Percent,6.4%-6.4%,6.4,6.4,0,0
Antonio Brown,22,1,Percent,12.0%-12.0%,12,12,0,0
Paige VanZant,22,1,Percent,14.4%-14.5%,14.4,14.5,0.1,0.001
Geraldo Rivera,22,1,Percent,0.2%-0.3%,0.2,0.3,0.1,0.001
Nyle DiMarco,22,1,Percent,13.3%-13.3%,13.3,13.3,0,0
Ginger Zee,22,1,Percent,10.9%-10.9%,10.9,10.9,0,0
Wanya Morris,22,1,Percent,15.5%-15.6%,15.5,15.6,0.1,0.001
Marla Maples,22,1,Percent,7.7%-7.8%,7.7,7.8,0.1,0.001
Mischa Barton,22,2,Percent,2.5%-2.5%,2.5,2.5,0,0
Kim Fields,22,2,Percent,5.0%-5.0%,5,5,0,0
Jodie Sweetin,22,2,Percent,9.0%-9.0%,9,9,0,0
Doug Flutie,22,2,Percent,4.0%-4.0%,4,4,0,0
Von Miller,22,2,Percent,5.8%-5.9%,5.8,5.9,0.1,0.001
Antonio Brown,22,2,Percent,11.1%-11.1%,11.1,11.1,0,0
Paige VanZant,22,2,Percent,15.8%-15.9%,15.8,15.9,0.1,0.001
Geraldo Rivera,22,2,Percent,0.2%-0.2%,0.2,0.2,0,0
Nyle DiMarco,22,2,Percent,12.0%-12.1%,12,12.1,0.1,0.001
Ginger Zee,22,2,Percent,10.0%-10.0%,10,10,0,0
Wanya Morris,22,2,Percent,17.1%-17.3%,17.1,17.3,0.2,0.002
Marla Maples,22,2,Percent,7.2%-7.3%,7.2,7.3,0.1,0.001
Mischa Barton,22,3,Percent,1.0%-1.1%,1,1.1,0.1,0.001
Kim Fields,22,3,Percent,5.5%-5.5%,5.5,5.5,0,0
Jodie Sweetin,22,3,Percent,11.1%-11.1%,11.1,11.1,0,0
Doug Flutie,22,3,Percent,1.9%-1.9%,1.9,1.9,0,0
Von Miller,22,3,Percent,3.6%-3.6%,3.6,3.6,0,0
Antonio Brown,22,3,Percent,10.5%-10.5%,10.5,10.5,0,0
Paige VanZant,22,3,Percent,15.9%-15.9%,15.9,15.9,0,0
Nyle DiMarco,22,3,Percent,16.4%-16.4%,16.4,16.4,0,0
Ginger Zee,22,3,Percent,8.9%-8.9%,8.9,8.9,0,0
Wanya Morris,22,3,Percent,18.4%-18.5%,18.4,18.5,0.1,0.001
Marla Maples,22,3,Percent,6.6%-6.6%,6.6,6.6,0,0
Kim Fields,22,4,Percent,5.4%-6.5%,5.4,6.5,1.1,0.011
Jodie Sweetin,22,4,Percent,7.4%-7.6%,7.4,7.6,0.2,0.002
Doug Flutie,22,4,Percent,0.7%-0.7%,0.7,0.7,0,0
Von Miller,22,4,Percent,5.4%-6.5%,5.4,6.5,1.1,0.011
Antonio Brown,22,4,Percent,15.8%-16.1%,15.8,16.1,0.3,0.003
Paige VanZant,22,4,Percent,18.7%-18.8%,18.7,18.8,0.1,0.001
Nyle DiMarco,22,4,Percent,13.8%-14.4%,13.8,14.4,0.6,0.006
Ginger Zee,22,4,Percent,12.1%-12.3%,12.1,12.3,0.2,0.002
Wanya Morris,22,4,Percent,14.9%-15.1%,14.9,15.1,0.2,0.002
Marla Maples,22,4,Percent,4.1%-4.2%,4.1,4.2,0.1,0.001
Kim Fields,22,5,Percent,3.4%-3.6%,3.4,3.6,0.2,0.002
Jodie Sweetin,22,5,Percent,15.6%-15.7%,15.6,15.7,0.1,0.001
Doug Flutie,22,5,Percent,1.1%-1.2%,1.1,1.2,0.1,0.001
Von Miller,22,5,Percent,5.2%-5.3%,5.2,5.3,0.1,0.001
Antonio Brown,22,5,Percent,10.8%-10.9%,10.8,10.9,0.1,0.001
Paige VanZant,22,5,Percent,19.3%-19.4%,19.3,19.4,0.1,0.001
Nyle DiMarco,22,5,Percent,22.3%-22.5%,22.3,22.5,0.2,0.002
Ginger Zee,22,5,Percent,13.3%-13.4%,13.3,13.4,0.1,0.001
Wanya Morris,22,5,Percent,8.4%-8.5%,8.4,8.5,0.1,0.001
Kim Fields,22,6,Percent,4.6%-5.3%,4.6,5.3,0.7,0.007
Jodie Sweetin,22,6,Percent,10.1%-10.1%,10.1,10.1,0,0
Doug Flutie,22,6,Percent,1.0%-1.0%,1,1,0,0
Von Miller,22,6,Percent,4.6%-5.3%,4.6,5.3,0.7,0.007
Antonio Brown,22,6,Percent,14.9%-15.3%,14.9,15.3,0.4,0.004
Paige VanZant,22,6,Percent,18.5%-18.7%,18.5,18.7,0.2,0.002
Nyle DiMarco,22,6,Percent,13.2%-13.2%,13.2,13.2,0,0
Ginger Zee,22,6,Percent,9.1%-9.2%,9.1,9.2,0.1,0.001
Wanya Morris,22,6,Percent,22.5%-22.5%,22.5,22.5,0,0
Kim Fields,22,7,Percent,3.5%-3.6%,3.5,3.6,0.1,0.001
Jodie Sweetin,22,7,Percent,6.7%-6.8%,6.7,6.8,0.1,0.001
Von Miller,22,7,Percent,2.1%-2.2%,2.1,2.2,0.1,0.001
Antonio Brown,22,7,Percent,12.0%-12.1%,12,12.1,0.1,0.001
Paige VanZant,22,7,Percent,22.6%-22.7%,22.6,22.7,0.1,0.001
Nyle DiMarco,22,7,Percent,18.5%-18.6%,18.5,18.6,0.1,0.001
Ginger Zee,22,7,Percent,14.2%-14.2%,14.2,14.2,0,0
Wanya Morris,22,7,Percent,20.1%-20.3%,20.1,20.3,0.2,0.002
Jodie Sweetin,22,8,Percent,16.4%-16.4%,16.4,16.4,0,0
Antonio Brown,22,8,Percent,18.5%-18.5%,18.5,18.5,0,0
Paige VanZant,22,8,Percent,20.6%-20.6%,20.6,20.6,0,0
Nyle DiMarco,22,8,Percent,19.0%-19.0%,19,19,0,0
Ginger Zee,22,8,Percent,17.2%-17.3%,17.2,17.3,0.1,0.001
Wanya Morris,22,8,Percent,8.3%-8.3%,8.3,8.3,0,0
Antonio Brown,22,9,Percent,17.7%-17.7%,17.7,17.7,0,0
Paige VanZant,22,9,Percent,23.0%-23.0%,23,23,0,0
Nyle DiMarco,22,9,Percent,19.3%-19.3%,19.3,19.3,0,0
Ginger Zee,22,9,Percent,15.4%-15.4%,15.4,15.4,0,0
Wanya Morris,22,9,Percent,24.6%-24.6%,24.6,24.6,0,0
Paige VanZant,22,10,Percent,39.2%-39.3%,39.2,39.3,0.1,0.001
Nyle DiMarco,22,10,Percent,34.0%-34.0%,34,34,0,0
Ginger Zee,22,10,Percent,26.7%-26.7%,26.7,26.7,0,0
Valerie Harper,17,1,Percent,4.9%-5.0%,4.9,5,0.1,0.001
Brant Daugherty,17,1,Percent,7.6%-7.6%,7.6,7.6,0,0
Elizabeth Berkley Lauren,17,1,Percent,7.9%-7.9%,7.9,7.9,0,0
Leah Remini,17,1,Percent,7.0%-7.0%,7,7,0,0
Corbin Bleu,17,1,Percent,16.6%-16.7%,16.6,16.7,0.1,0.001
Amber Riley,17,1,Percent,22.4%-22.4%,22.4,22.4,0,0
Keyshawn Johnson,17,1,Percent,0.9%-0.9%,0.9,0.9,0,0
Bill Engvall,17,1,Percent,3.0%-3.0%,3,3,0,0
Christina Milian,17,1,Percent,6.1%-6.1%,6.1,6.1,0,0
"Nicole ""Snooki"" Polizzi",17,1,Percent,12.4%-12.5%,12.4,12.5,0.1,0.001
Jack Osbourne,17,1,Percent,9.0%-9.0%,9,9,0,0
Bill Nye,17,1,Percent,2.1%-2.1%,2.1,2.1,0,0
Valerie Harper,17,2,Percent,3.2%-3.3%,3.2,3.3,0.1,0.001
Brant Daugherty,17,2,Percent,7.3%-7.4%,7.3,7.4,0.1,0.001
Elizabeth Berkley Lauren,17,2,Percent,7.8%-7.8%,7.8,7.8,0,0
Leah Remini,17,2,Percent,11.2%-11.3%,11.2,11.3,0.1,0.001
Corbin Bleu,17,2,Percent,18.3%-18.4%,18.3,18.4,0.1,0.001
Amber Riley,17,2,Percent,20.5%-20.6%,20.5,20.6,0.1,0.001
Keyshawn Johnson,17,2,Percent,0.9%-0.9%,0.9,0.9,0,0
Bill Engvall,17,2,Percent,5.3%-5.3%,5.3,5.3,0,0
Christina Milian,17,2,Percent,10.2%-10.2%,10.2,10.2,0,0
"Nicole ""Snooki"" Polizzi",17,2,Percent,1.9%-2.0%,1.9,2,0.1,0.001
Jack Osbourne,17,2,Percent,8.8%-8.9%,8.8,8.9,0.1,0.001
Bill Nye,17,2,Percent,4.2%-4.2%,4.2,4.2,0,0
Valerie Harper,17,3,Percent,0.7%-0.7%,0.7,0.7,0,0
Brant Daugherty,17,3,Percent,10.9%-10.9%,10.9,10.9,0,0
Elizabeth Berkley Lauren,17,3,Percent,6.3%-6.4%,6.3,6.4,0.1,0.001
Leah Remini,17,3,Percent,8.5%-8.5%,8.5,8.5,0,0
Corbin Bleu,17,3,Percent,17.6%-17.6%,17.6,17.6,0,0
Amber Riley,17,3,Percent,20.1%-20.2%,20.1,20.2,0.1,0.001
Bill Engvall,17,3,Percent,5.8%-5.9%,5.8,5.9,0.1,0.001
Christina Milian,17,3,Percent,9.4%-9.4%,9.4,9.4,0,0
"Nicole ""Snooki"" Polizzi",17,3,Percent,13.8%-13.8%,13.8,13.8,0,0
Jack Osbourne,17,3,Percent,4.4%-4.5%,4.4,4.5,0.1,0.001
Bill Nye,17,3,Percent,2.4%-2.4%,2.4,2.4,0,0
Valerie Harper,17,4,Percent,1.0%-1.0%,1,1,0,0
Brant Daugherty,17,4,Percent,4.8%-4.8%,4.8,4.8,0,0
Elizabeth Berkley Lauren,17,4,Percent,10.4%-10.5%,10.4,10.5,0.1,0.001
Leah Remini,17,4,Percent,9.5%-9.6%,9.5,9.6,0.1,0.001
